MovieID	IDSubtitleFile	MovieName	MovieYear	SeriesSeason	SubHearingImpaired
29825	1951718033	When Nietzsche Wept	2007	0	1
29832	1951847503	Paranoid Park	2007	0	0
29836	1951882015	Kung Fu Panda	2008	0	0
29855	1954287838	The Girl Next Door	2007	0	0
29862	1952841646	A West Texas Children's Story	2007	0	0
29864	1951827911	Mr. Magorium's Wonder Emporium	2007	0	0
29865	1952972072	The Inner Life of Martin Frost	2007	0	0
29870	1956040244	Holla	2006	0	1
29926	1951926879	The Insurgents	2006	0	0
29946	1957071203	High Voltage	1998	0	0
29950	1951929847	Ripple Effect	2007	0	1
29958	1952207668	Mrs Brown	1997	0	0
29975	1951849151	In the Name of the King: A Dungeon Siege Tale	2007	0	1
30022	1951731848	Adrift in Manhattan	2007	0	1
30024	1951729673	Sydney White	2007	0	1
30030	1952211376	Another You	1991	0	0
30051	1951719105	American Pie Presents: Beta House	2007	0	0
30053	1955180869	A Vow to Cherish	1999	0	0
30054	1955978840	Return to Sleepaway Camp	2008	0	0
30057	1952942267	Scarlett	1994	0	0
30059	1951726761	Solstice	2007	0	1
30060	1951839018	The Deaths of Ian Stone	2007	0	0
30133	1957619760	Keys to Tulsa	1996	0	1
30143	1952032751	Wildflower	1991	0	1
30145	1952526494	Shattered	1991	0	0
30148	1952086769	Hack!	2007	0	0
30191	1951840834	Breast Men	1997	0	0
30194	1954937240	The 7 Swords	2006	0	0
30197	1951722527	Evolution	2002	0	0
30198	1957066118	Hitman's Run	1999	0	0
30274	1953564368	The Nature of the Beast	1995	0	0
30275	1951962924	The Perfect Holiday	2007	0	0
30288	1956431965	Funny Ha Ha	2002	0	0
30322	1951738310	Moving McAllister	2007	0	1
30455	1951723658	Boogeyman 2	2007	0	0
30458	1951731235	The Great Debaters	2007	0	0
30459	1952172261	Trevor	1994	0	0
30470	1956565146	Operation Delta Force 3: Clear Target	1998	0	0
30480	1951843140	There Will Be Blood	2007	0	0
30483	1957210183	Scotland, Pa.	2001	0	1
30507	1957328140	Dead Tone	2007	0	1
30508	1951732067	Stargate: The Ark of Truth	2008	0	0
30556	1952705468	Already Dead	2007	0	0
30567	1951826750	My Blueberry Nights	2007	0	0
30580	313238	Thief	2006	0	0
30595	1952222932	Cyborg 3: The Recycler	1994	0	0
30607	1951858263	P.S. I Love You	2007	0	0
30620	1951841187	Charlie Wilson's War	2007	0	0
30639	1957619672	Dillinger and Capone	1995	0	1
30641	1955986787	Dolly Dearest	1991	0	0
30646	1951849949	Cloverfield	2008	0	0
30648	1951730949	Days of Darkness	2007	0	0
30665	1955579416	Far Far Away Idol	2004	0	0
30667	1951728176	No. My Other Possessed-Zombie Girlfriend.	2006	0	0
30669	1957599700	Everybody Wins	1990	0	1
30675	1952052077	The Lost Prince	2003	0	0
30683	1951728550	Capturing Mary	2007	0	1
30736	1951855670	First Sunday	2008	0	0
30741	1951907354	Her Best Move	2007	0	1
30747	1952135282	Razortooth	2007	0	0
30752	1952132598	Prison Break: The Final Break	2009	0	0
30753	1957199493	Honeymoon with Mom	2006	0	1
30756	1952249828	Oliver Twist	2007	0	0
30759	1951966296	Mamma Mia!	2008	0	1
30760	1951902200	Hancock	2008	0	0
30761	1951876296	The Signal	2007	0	0
30763	1951866286	Funny Games	2007	0	0
30764	1951864267	Mad Money	2008	0	1
30887	1955912641	Tale of the Mummy	1998	0	0
30912	1951849851	Rockaway	2007	0	0
30917	1954161120	The Thorn Birds: The Missing Years	1996	0	0
30929	1954996721	Kickboxer 4: The Aggressor	1994	0	0
30940	1954857204	Joshua	2002	0	0
30945	1951733275	Missionary Man	2007	0	0
30953	1951732079	Err on the Side of Caution	1997	0	1
30956	1951733546	Dragonlance: Dragons of Autumn Twilight	2008	0	0
31039	1951733256	Hercules and the Amazon Women	1994	0	1
31051	1951874347	Mama's Boy	2007	0	1
31063	1951902824	Bone Eater	2007	0	1
31072	1954881637	The Van	1996	0	1
31074	1955365234	Brainscan	1994	0	1
31075	1955357048	Shakma	1990	0	1
31077	1956417415	Hellbound	1994	0	0
31206	1951845192	Meet the Spartans	2008	0	0
31257	1951850561	Vantage Point	2008	0	0
31258	1952977180	Horton Hears a Who!	2008	0	0
31259	1951880636	The Spiderwick Chronicles	2008	0	0
31260	1951924676	The Dark Knight	2008	0	0
31272	1951736159	Switch	1991	0	0
31274	1952235412	Lois & Clark: The New Adventures of Superman	1993	0	0
31285	1954806304	Two Tickets to Paradise	2006	0	0
31288	1954891090	Cold Heart Canyon	2008	0	0
31305	1954152581	Breaking Bad	2008	0	0
31308	1954798407	The Brady Bunch Movie	1995	0	0
31322	1955285380	A Kid in King Arthur's Court	1995	0	1
31329	1952275294	Falling Up	2009	0	0
31398	1954879632	The Perfect Weapon	1991	0	0
31399	1951738189	When a Man Falls	2007	0	1
31404	1951854688	How She Move	2007	0	0
31405	1951848918	The Air I Breathe	2007	0	0
31406	1953679295	Skid Marks	2007	0	1
31407	1952062555	Descent	2007	0	0
31412	1952019171	High Roller: The Stu Ungar Story	2003	0	0
31421	1952536309	Loaded	2007	0	0
31422	1956737351	Borrowed Hearts	1997	0	0
31427	1955750004	Mr. Nanny	1993	0	1
31433	1951736246	Ladron que roba a ladron	2007	0	0
31447	1952251825	Homeless to Harvard: The Liz Murray Story	2003	0	0
31455	1951866783	Bella	2006	0	0
31469	1951738631	Hercules in the Underworld	1994	0	1
31475	1957568452	Carnival of Souls	1998	0	0
31481	1951833180	Pistol Whipped	2008	0	1
31491	1951738842	Iron & Silk	1990	0	1
31512	1951738999	Dedication	2007	0	1
31518	1956861915	Revamped	2007	0	0
31527	1956962575	Raising Flagg	2006	0	1
31530	1951841219	Justice League: The New Frontier	2008	0	0
31533	1951826217	2012 Doomsday	2008	0	0
31578	1951929240	Savage Grace	2007	0	1
31596	1957066116	Fighting Words	2007	0	0
31606	1957609562	Slaughtered Vomit Dolls	2006	0	0
31617	1952516104	The Beautiful World of Ugly Betty	2007	0	0
31622	1954104272	They Nest	2000	0	1
31650	1951740849	Dreamers	1999	0	0
31675	1956785994	Four Sheets to the Wind	2007	0	1
31738	1951896383	The Prince and the Pauper: The Movie	2007	0	0
31763	1957637078	Turbulence 2: Fear of Flying	1999	0	1
31770	1953181343	Eye of God	1997	0	0
31781	1955398128	Interceptors	1999	0	0
31796	1953426472	Brigham City	2001	0	0
31827	1957731901	Hard Evidence	1995	0	1
31835	1956361044	The Real Blonde	1997	0	1
31866	1952882524	Walk Hard: The Dewey Cox Story	2007	0	0
31871	1952141411	Full Eclipse	1993	0	1
31872	1953066356	Still Breathing	1997	0	0
31881	1957637093	Tycus	2000	0	1
31882	1957419499	Jane White Is Sick & Twisted	2002	0	1
31895	1951880124	Definitely, Maybe	2008	0	1
31910	1952239973	Bad Lieutenant: Port of Call New Orleans	2009	0	0
31911	1957757884	Expect No Mercy	1995	0	1
31912	1957618436	To the Ends of Time	1996	0	1
31913	1957583780	Soccer Dog: The Movie	1999	0	0
31917	1954429385	Going All the Way	1997	0	0
31941	1957989791	Storyville	1992	0	1
31967	1951989910	Roswell	1994	0	0
31996	1951998328	Blink	1993	0	0
32014	1951864295	Doomsday	2008	0	0
32049	1952995752	Rosewood	1997	0	0
32092	1955618043	Flashfire	1994	0	0
32117	1956962584	Tick Tock	2000	0	1
32118	1951891601	Johnny Suede	1991	0	0
32122	1953601783	Southside	2003	0	1
32166	1956518164	Heartlands	2002	0	0
32181	1952231498	Traffic	2004	0	0
32182	1951973170	The Midnight Meat Train	2008	0	0
32205	1956860358	Mistress	1992	0	1
32215	1952887797	Brush with Fate	2003	0	1
32219	1956517044	Point Blank	1998	0	0
32237	1951859209	Norma Jean & Marilyn	1996	0	0
32246	1957621443	There Goes the Neighborhood	1992	0	1
32259	1956430060	Keep the Faith, Baby	2002	0	1
32263	1951802547	Blackout	2007	0	0
32287	1951918031	The Chronicles of Narnia: Prince Caspian	2008	0	0
32296	1957729821	All Around the Town	2002	0	1
32318	1954322900	Heavy	1995	0	0
32325	1955281771	Retro Puppet Master	1999	0	1
32347	1956739969	Happy Hour	2003	0	1
32356	1956565245	Storm Catcher	1999	0	0
32366	1952471604	The Road to Wellville	1994	0	0
32387	1954052087	Chronicle of a Disappearance	1996	0	0
32388	1956634326	Conviction	2002	0	0
32444	1954315386	Warriors of Virtue	1997	0	0
32461	1954806260	The Right Temptation	2000	0	0
32467	1956262796	Witchcraft XII: In the Lair of the Serpent	2002	0	1
32494	1956728169	T.N.T.	1997	0	1
32518	1951938003	The Pirates Who Don't Do Anything: A VeggieTales Movie	2008	0	0
32521	1953577738	El Mascarado Massacre	2006	0	0
32559	1951866144	Strange Wilderness	2008	0	0
32565	1957619804	Blood Ties	1991	0	1
32570	1956096764	Invader ZIM	2001	0	0
32582	1954085064	Kiss the Bride	2007	0	0
32611	1953577360	The Incredible Burt Wonderstone	2013	0	1
32621	1952261759	The Lovely Bones	2009	0	0
32658	1957419307	Larry David: Curb Your Enthusiasm	1999	0	0
32666	1951858349	Over Her Dead Body	2008	0	1
32669	1957228965	Detention: The Siege at Johnson High	1997	0	1
32720	1951988544	Hamlet 2	2008	0	0
32750	1958041696	In the Line of Duty: Hunt for Justice	1995	0	1
32781	315632	Lost: Reckoning	2006	0	0
32823	1955989622	Married People, Single Sex II: For Better or Worse	1995	0	1
32832	1954568604	Pride and Prejudice	2003	0	1
32837	1955645212	Queen	1993	0	0
32925	1952755373	The Chronicles of Narnia: The Voyage of the Dawn Treader	2010	0	0
32932	1957619657	Dangerous Evidence: The Lori Jackson Story	1999	0	1
33001	1956007683	Hart to Hart: Till Death Do Us Hart	1996	0	0
33004	1951837283	Bachelor Party 2: the Last Temptation	2008	0	0
33013	1952999514	Der Preis der Macht	1991	0	0
33028	1957594170	They've Taken Our Children: The Chowchilla Kidnapping	1993	0	0
33033	1957646108	Gospel According to Harry	1994	0	1
33049	1953149134	Noah's Ark	1999	0	0
33053	1951823017	Quiet City	2007	0	0
33058	1956618991	Avenging Angel	2007	0	1
33065	1951823121	Twitches Too	2007	0	0
33127	1951852122	The Savages	2007	0	0
33128	1951883022	Drillbit Taylor	2008	0	0
33129	1951895574	Leatherheads	2008	0	1
33130	1951979121	Killer Pad	2008	0	0
33131	1951950219	Santitos	1999	0	0
33133	1953463768	Dirty Laundry	2006	0	1
33141	1951823986	Blue State	2007	0	0
33145	1955317819	The Hunt for the Unicorn Killer	1999	0	0
33169	1951835101	The Final Inquiry	2006	0	0
33269	1953174648	Rhinoceros Eyes	2003	0	0
33272	1951921678	Hell Ride	2008	0	0
33297	1952894254	Naked Boys Singing!	2007	0	0
33311	1951825911	Dance Party, USA	2006	0	0
33316	1951825933	Monocerus	2008	0	0
33351	1953764413	Metalocalypse	2006	0	0
33485	1955148895	10 Cloverfield Lane	2016	0	0
33487	1952845262	The Pirates of Dark Water	1991	0	0
33489	1951875080	The Other Boleyn Girl	2008	0	0
33491	1951861146	10,000 BC	2008	0	0
33500	1951831112	Dr. Dolittle: Tail to the Chief	2008	0	0
33504	1951905136	Forgetting Sarah Marshall	2008	0	0
33510	1951829080	City Slickers II: The Legend of Curly's Gold	1994	0	0
33611	1951858384	Hero Wanted	2008	0	0
33615	1954354495	Mrs. Parker and the Vicious Circle	1994	0	0
33622	1956709211	Lies and Deception	2005	0	0
33626	1951852970	Starting Out in the Evening	2007	0	0
33634	1951862151	Grizzly Park	2008	0	0
33640	1956274778	Cruel World	2005	0	0
33665	1951883105	Living Hell	2008	0	1
33668	1955582616	Sybil	2007	0	0
33680	1954046338	Nocturna	2007	0	0
33692	1951866671	Three Can Play That Game	2007	0	0
33699	1957991489	Bugs	2003	0	0
33707	1955852885	Watching the Detectives	2007	0	0
33710	1958260529	Animal 2	2008	0	1
33715	1953292164	Taken	2008	0	1
33737	1953805792	Twelfth Night or What You Will	1996	0	0
33745	1951869680	The Bank Job	2008	0	0
33803	1951906539	The Mummy: Tomb of the Dragon Emperor	2008	0	0
33804	1951961707	Bangkok Dangerous	2008	0	0
33805	1951856910	The Children of Huang Shi	2008	0	0
33806	1953024909	Righteous Kill	2008	0	0
33808	1952070033	Valkyrie	2008	0	0
33809	1952037495	Body of Lies	2008	0	1
33810	1951986430	Quantum of Solace	2008	0	0
33820	1954791963	Outside Providence	1999	0	0
33823	1951833620	Fat Girls	2006	0	0
33833	1951923593	Left for Dead	2007	0	0
33910	1957663455	Fingerprints	2006	0	1
33930	1956655556	Ben 10: Secret of the Omnitrix	2007	0	1
33939	1957853733	The Rat Pack	1998	0	0
33977	1952035219	Long-Term Relationship	2006	0	0
33982	1957599092	Octopus	2000	0	1
33989	1951835933	Hannah Takes the Stairs	2007	0	1
33994	1956910750	The Dark Side of the Moon	1990	0	0
33997	1954401187	Disappearance	2002	0	1
34001	1951835996	Mega Snake	2007	0	1
34211	1957698784	Five Across the Eyes	2006	0	1
34218	1953122310	American Heart	1992	0	0
34221	1952508322	Now You Know	2002	0	0
34224	1954988662	The Rage	2007	0	1
34229	1958275726	Sands of Oblivion	2007	0	0
34234	1954806330	What Love Is	2007	0	0
34242	1956090816	New Jersey Drive	1995	0	1
34247	1951881801	In Bruges	2008	0	0
34256	1956586625	The King of the Kickboxers	1990	0	0
34261	1951918539	Bats: Human Harvest	2007	0	0
34264	1951871340	Never Back Down	2008	0	0
34276	1956070151	Attack of the 60 Foot Centerfold	1995	0	0
34277	1958004022	Knight Rider 2010	1994	0	0
34278	1955468137	Ancient Warriors	2003	0	1
34293	1951842125	A Soldier's Daughter Never Cries	1998	0	0
34295	1952054747	Blood of My Blood	2007	0	1
34297	1954642591	The Pistol: The Birth of a Legend	1991	0	0
34344	1956772665	Anna's Storm	2007	0	1
34350	1951847147	Numb	2007	0	0
34353	1951843639	Finishing the Game	2007	0	1
34362	1952547511	Suburban Commando	1991	0	0
34446	1957768898	Americanizing Shelley	2007	0	1
34449	1956275491	Celtic Pride	1996	0	1
34481	1951845847	Barbie Mariposa and Her Butterfly Fairy Friends	2008	0	0
34483	1952358494	War of the Worlds 2: The Next Wave	2008	0	0
34498	1951846371	Pu-239	2006	0	0
34502	1951846284	Music Within	2007	0	0
34503	1954849161	Sharpshooter	2007	0	0
34510	1951866325	Black Ops	2008	0	1
34521	1952959306	The Angel Doll	2002	0	1
34650	1955353495	Sabrina the Teenage Witch	1996	0	0
34653	1955651256	American Loser	2007	0	0
34654	1957591698	Uncharted	2009	0	0
34776	1951879121	La misma luna	2007	0	0
34779	1951851569	I'm Not Rappaport	1996	0	1
34809	1957949213	Moola	2007	0	1
34820	1951852066	The '60s	1999	0	0
34826	1951885044	Meet the Browns	2008	0	0
35018	1952202826	Born	2007	0	0
35021	1957767548	Long Lost Son	2006	0	1
35127	1951856579	Unnatural Causes	2008	0	0
35154	1956645453	Obituary	2006	0	1
35174	1952062604	Psycho IV: The Beginning	1990	0	0
35191	1951875965	Anamorph	2007	0	0
35192	1951857493	Bernard and Doris	2006	0	0
35199	1956051509	The Perez Family	1995	0	0
35213	1951921340	The Love Guru	2008	0	0
35216	1957644752	Last Resort	1996	0	1
35223	1952154510	Darkman II: The Return of Durant	1995	0	0
35227	1952572236	Showdown at Area 51	2007	0	0
35234	1953183451	Slums of Beverly Hills	1998	0	1
35241	1951894938	Prom Night	2008	0	0
35243	1955613423	Ghost in the Shell	2017	0	0
35253	1951888803	Sex and the City	2008	0	0
35382	1953207614	I vicere	2007	0	0
35384	1951860455	Live!	2007	0	0
35401	1951860810	Mikey	1992	0	1
35442	1951868263	Knock Knock	2007	0	0
35489	1956844066	The Taking of Pelham One Two Three	1998	0	1
35595	1952171401	Ben 10: Race Against Time	2007	0	0
35599	1957095338	Rites of Passage	1999	0	0
35603	1951864844	Cover	2007	0	1
35608	1951898522	Made of Honor	2008	0	0
35621	1957587829	Parallel Sons	1995	0	1
35629	1954118517	Straight-Jacket	2004	0	0
35631	1957949180	Totally Baked	2007	0	1
35640	1953223984	It's My Party	1996	0	0
35644	1951865671	Power Rangers Ninja Storm	2003	0	1
35646	1951865689	Mitch Albom's For One More Day	2007	0	0
35649	1952129712	The International	2009	0	0
35650	1952008928	RocknRolla	2008	0	0
35651	1952040630	Australia	2008	0	0
35657	1954308655	Some Mother's Son	1996	0	0
35688	1958254634	Julie Johnson	2001	0	1
35716	1955629169	I Love Your Work	2003	0	0
35720	1951875341	American Crude	2008	0	0
35744	1951914651	War, Inc.	2008	0	0
35780	1952209517	Another Gay Sequel: Gays Gone Wild!	2008	0	1
35792	1951873490	The Cry	2007	0	1
35813	1951868158	The Second Civil War	1997	0	0
35961	1953226524	Honeydripper	2007	0	0
36015	1951871150	Rails & Ties	2007	0	0
36016	1951871181	How to Rob a Bank (and 10 Tips to Actually Get Away with It)	2007	0	0
36033	1951903628	August Evening	2007	0	0
36034	1957620937	Babes in Toyland	1997	0	1
36038	1958099052	Serial Killing 4 Dummys	2004	0	1
36054	1956761019	Aces 'N' Eights	2008	0	0
36100	1951888011	Urgency	2010	0	0
36105	1954134371	The Magnificent Ambersons	2002	0	0
36175	1953703542	A Good Man Is Hard to Find	2008	0	0
36178	1956299446	In the Cold of the Night	1990	0	0
36186	1952353228	I Love You Phillip Morris	2009	0	0
36192	1951879608	Wieners	2008	0	1
36193	1951886280	Careless	2007	0	1
36222	1955556298	Warbirds	2008	0	0
36240	1956459786	Animal Instincts	1992	0	1
36248	1953130513	The Local Stigmatic	1990	0	1
36257	1952188765	Infestation	2009	0	1
36258	1954306056	Angus	1995	0	0
36260	1952035053	The Lodger	2009	0	0
36284	1952533044	The Dark Backward	1991	0	1
36294	1951876050	The Machine Girl	2008	0	0
36296	1953599704	King of Texas	2002	0	0
36314	1951876403	The Fear Chamber	2009	0	0
36341	1955343132	Wild Orchid II: Two Shades of Blue	1991	0	0
36344	1954791955	Once in the Life	2000	0	0
36346	1951876912	The Onion Movie	2008	0	1
36347	1951877873	Rogue	2007	0	0
36348	1957949183	S.I.C.K. Serial Insane Clown Killer	2003	0	1
36355	1951877064	The List	2007	0	1
36356	1951877068	Witless Protection	2008	0	0
36390	1953620260	The Wager	2007	0	0
36405	1958052910	Who's the Man?	1993	0	0
36457	1951878540	Electric Apricot	2006	0	1
36458	1951982000	Pineapple Express	2008	0	0
36460	1952817531	My Blue Heaven	1990	0	0
36462	1951924638	You Don't Mess with the Zohan	2008	0	0
36495	1951879549	Chaos Theory	2008	0	1
36498	1951958655	Player 5150	2008	0	0
36509	1957620580	My Little Assassin	1999	0	1
36518	1951879869	Just Add Water	2008	0	0
36539	1951880315	Jack and Jill vs. the World	2008	0	1
36559	1952527226	A Raisin in the Sun	2008	0	0
36623	1954397156	Shark Swarm	2008	0	0
36633	1952471957	Iron Man 2	2010	0	0
36634	1951881906	Power Rangers S.P.D.	2005	0	1
36658	1956830997	Holiday in Handcuffs	2007	0	0
36666	1952014398	Pride and Glory	2008	0	0
36680	1957328967	Phoenix	1998	0	0
36763	1951883498	Otis	2008	0	1
36804	1954309391	True Blood	2008	0	0
36827	1957502336	Come Away Home	2005	0	1
36835	1951896378	All the Boys Love Mandy Lane	2006	0	1
36845	1952316886	Nick Fury: Agent of Shield	1998	0	0
36849	1952277016	The Girl in the Park	2007	0	1
36866	1951904225	August	2008	0	0
36888	1952125271	Bas Ek Pal	2006	0	0
36895	1956587102	Last Gasp	1995	0	1
36897	1951885437	Toxic	2008	0	0
36903	1951949091	Journey to the Center of the Earth	2008	0	0
36934	1955973455	The Fall	2008	0	0
36945	1951893956	Turn the River	2007	0	1
36972	1957621241	Little City	1997	0	1
37322	1952998356	Transformers: Beginnings	2007	0	0
37330	1951901992	Insanitarium	2008	0	0
37342	1952049584	Kung Fu Killer	2008	0	0
37350	1957618918	Speedway Junky	1999	0	1
37352	1951983624	Dragon Hunters	2008	0	0
37353	1957648216	The Lost	2006	0	1
37376	1952171346	How to Make It in New York on $15 a Day	2004	0	0
37558	1952900644	Kiss Me, Guido	1997	0	0
37571	1951897498	Felon	2008	0	0
37591	1951895914	Lost Boys: The Tribe	2008	0	1
37597	1951907422	Picture This	2008	0	1
37610	1954571828	Major League: Back to the Minors	1998	0	0
37621	1956673584	Why I Wore Lipstick to My Mastectomy	2006	0	0
37625	1954992608	The Curiosity of Chance	2006	0	0
37628	1951964736	Traitor	2008	0	1
37630	1952882532	Watchmen	2009	0	0
37631	1952021853	Miracle at St. Anna	2008	0	0
37633	1951992445	The Day the Earth Stood Still	2008	0	0
37646	1952040287	Return of the Ghostbusters	2007	0	0
37651	1953210081	The Babe	1992	0	0
37665	1953607263	The Fever	2004	0	0
37667	1954670871	The Wackness	2008	0	0
37668	1954440643	Pray for Morning	2006	0	1
37679	1951909953	Dr. Horrible's Sing-Along Blog	2008	0	0
37705	1952438138	Robot Chicken: Star Wars	2007	0	1
37711	1951984425	Wisegal	2008	0	0
37735	1953462714	...First Do No Harm	1997	0	0
37739	1956356569	The Body	2005	0	0
37780	1953359556	Popstar	2005	0	0
37783	1951944256	The Prince & Me 3: A Royal Honeymoon	2008	0	0
37785	1951981490	Homo Erectus	2007	0	0
37794	1951910844	I'm Through with White Girls (The Inevitable Undoing of Jay Brooks)	2007	0	0
37796	1957593905	Love Is the Drug	2006	0	1
37798	1956708595	While the Children Sleep	2007	0	1
37831	1957880132	Alice Upside Down	2007	0	1
37840	1951903826	Big Stan	2007	0	1
37842	1954761407	Whose Line Is It Anyway?	1998	0	0
37864	1954670872	Kill Switch	2008	0	1
37868	1954821183	Rush	1991	0	0
37871	1951942011	Space Chimps	2008	0	0
37917	1956949849	In the Blood	2006	0	0
37934	1951921803	Tortured	2008	0	0
37935	1953196024	Baby Blues	2008	0	0
37938	1951939722	Stuck	2007	0	0
37947	1955227078	Bloodspit	2008	0	1
37948	1951901166	Rescued	2008	0	0
37961	1951921597	The Morgue	2008	0	0
37967	1953559708	The Hive	2008	0	1
37972	1951946295	Anaconda 3: Offspring	2008	0	0
37980	1951913841	Red Cliff	2008	0	0
38008	1951945805	Birds of America	2008	0	1
38009	1955453891	The Redemption: Kickboxer 5	1995	0	1
38014	1951935366	Hank and Mike	2008	0	0
38021	1951965438	Step Brothers	2008	0	0
38028	1951929928	The Visitor	2007	0	0
38030	1951902494	Miss Pettigrew Lives for a Day	2008	0	1
38038	1951985442	Wild Child	2008	0	0
38040	1954791891	Love Field	1992	0	0
38051	1951902905	The American Mall	2008	0	1
38052	1952517669	Holding Trevor	2007	0	0
38053	1951903061	Garfield's Fun Fest	2008	0	1
38068	1951945149	Death Race	2008	0	0
38071	1951989134	Against the Wall	1994	0	0
38072	1957385002	Boston Strangler: The Untold Story	2008	0	1
38082	1957306036	Freaked	1993	0	0
38085	1957450093	The Singing Forest	2003	0	1
38089	1951903508	The Scorpion King 2: Rise of a Warrior	2008	0	0
38097	1953222112	DumbLand	2002	0	0
38107	1957647966	The Godson	1998	0	1
38116	1951927130	The Legend of Bloody Mary	2008	0	0
38245	1951964100	The Sisterhood of the Traveling Pants 2	2008	0	1
38246	1951906426	Smother	2008	0	0
38254	1952519756	Space Chimps	2008	0	1
38265	1952321196	Paraiso Travel	2008	0	0
38501	1956946178	Xena: Warrior Princess - A Friend in Need (The Director's Cut)	2002	0	0
38512	1951945155	No Man's Land: The Rise of Reeker	2008	0	0
38538	1952006827	My Best Friend's Girl	2008	0	0
38566	1954576320	To Catch a Killer	1992	0	0
38679	1951918777	The Fall	2006	0	0
38686	1954392833	Killer Tomatoes Strike Back!	1991	0	0
38687	1954392835	Killer Tomatoes Eat France!	1992	0	0
38697	1954836223	Bad Influence	1990	0	1
38702	1954062944	The Super	1991	0	1
38716	1952187883	Surveillance	2008	0	1
38721	1952910588	The Go-Getter	2007	0	0
38723	1956489733	Hugo Pool	1997	0	0
38724	1952322718	House of Saddam	2008	0	0
38725	1952605207	Blackout	2008	0	0
38806	1956672337	The Brooke Ellison Story	2004	0	0
38828	1951923614	Kabluey	2007	0	0
38838	1957104531	The Love of Her Life	2008	0	1
38865	1952172220	Mirageman	2007	0	0
38874	1953674145	90210	2008	0	1
38915	1951940157	Flu Bird Horror	2008	0	1
38918	1952060809	Transporter 3	2008	0	0
38921	1956481891	Blackwater	2007	0	1
38924	1952166439	Crank: High Voltage	2009	0	0
38988	1952005867	Appaloosa	2008	0	0
38991	1952025146	Nights in Rodanthe	2008	0	1
39037	1951925982	Grayson	2004	0	0
39267	1951986502	Swing Vote	2008	0	0
39285	1952064913	Walled In	2009	0	1
39310	1957934695	Beverly Hills, 90210	1990	0	1
39317	1954699142	Joe the King	1999	0	0
39339	1954243592	RoboCop	2014	0	0
39340	1952002275	Revolutionary Road	2008	0	0
39360	1951929860	Pulse 2: Afterlife	2008	0	0
39367	1951930979	100 Feet	2008	0	0
39408	1952102019	True Confessions of a Hollywood Starlet	2008	0	0
39458	1956990855	Forbidden Secrets	2005	0	1
39572	1951931591	Scooby-Doo and the Goblin King	2008	0	1
39573	1952608565	Rest Stop: Don't Look Back	2008	0	0
39584	1951933601	Mostly Ghostly	2007	0	0
39590	1957294718	Normal Life	1996	0	1
39674	1952029753	Bottle Shock	2008	0	0
39676	1951976603	George Carlin... It's Bad for Ya!	2008	0	0
39680	1951940001	Unemployed	2008	0	0
39693	1952021290	Che: Part One	2008	0	0
39709	1951987809	The Women	2008	0	0
39720	1952028579	Splinter	2008	0	0
39722	1952558141	Chris Rock: Kill the Messenger - London, New York, Johannesburg	2008	0	0
39736	1952042102	The Haunting of Molly Hartley	2008	0	1
39738	1951945386	Joy Ride 2: Dead Ahead	2008	0	0
39784	1952947311	Four Christmases	2008	0	0
39801	1951944263	Brotherhood of Blood	2007	0	0
39823	1951939539	Feast II: Sloppy Seconds	2008	0	1
39826	1951939589	Sex Trek: Charly XXX	2007	0	0
39942	1952866647	Dog Gone	2008	0	1
39943	1951959451	Love for Sale	2008	0	1
39949	1951943031	Dance of the Dead	2008	0	0
39952	1953090106	Little Britain USA	2008	0	0
39954	1951944250	The Memory Keeper's Daughter	2008	0	0
39960	1957641001	Out of Line	2001	0	1
39973	1951963093	Jack Hunter and the Lost Treasure of Ugarit	2008	0	0
40003	1957926933	Moonlight and Valentino	1995	0	1
40015	1951944915	Sympathy	2007	0	0
40040	1951991384	Kicking and Screaming	1995	0	0
40057	1956074247	Inside	2006	0	1
40113	1952030115	Quarantine	2008	0	0
40150	1952065959	The Other End of the Line	2007	0	1
40151	1952058706	Role Models	2008	0	1
40152	1952028998	Soul Men	2008	0	1
40153	1951993328	Madagascar: Escape 2 Africa	2008	0	0
40154	1952003370	Slumdog Millionaire	2008	0	0
40155	1952011344	Bolt	2008	0	0
40156	1951989512	Frost/Nixon	2008	0	0
40157	1952062099	Extreme Movie	2008	0	1
40158	1952082726	The Tale of Despereaux	2008	0	1
40159	1952697740	Shanghai	2010	0	0
40160	1952083027	Marley & Me	2008	0	0
40161	1952110525	Bride Wars	2009	0	0
40162	1958072444	Hellraiser	2022	0	1
40163	1952082755	Inkheart	2008	0	1
40164	1952049690	Underworld: Rise of the Lycans	2009	0	0
40165	1952051400	The Uninvited	2009	0	0
40166	1952056564	The Pink Panther 2	2009	0	0
40167	1952093649	Knowing	2009	0	0
40168	1952327376	The Wolfman	2010	0	1
40169	1952097417	X-Men Origins: Wolverine	2009	0	0
40171	1951953535	Tinker Bell	2008	0	0
40186	1953280359	Louis C.K.: Chewed Up	2008	0	0
40189	1955079577	Gray's Anatomy	1996	0	1
40190	1952288282	Getting Into Grey's Anatomy	2006	0	0
40215	1951950610	Good Time Max	2007	0	1
40216	1952220176	Ballast	2008	0	0
40277	1952035583	Changeling	2008	0	0
40281	1951996918	Passengers	2008	0	1
40319	1954415111	Speechless	1994	0	0
40337	1951956204	Life on Mars	2008	0	0
40345	1951956858	Netherbeast Incorporated	2007	0	0
40470	1951960810	Dead Space: Downfall	2008	0	1
