Source,Target,Weight
fargo,the_departed,1.462553
fargo,reservoir_dogs,1.221556
fargo,sw7,0.822992
hobbit1,hobbit3,1.690231
hobbit1,lotr2,1.26628
hobbit1,rogue_one,0.930432
hobbit3,hobbit1,1.690231
hobbit3,rogue_one,0.816865
hobbit3,lotr2,0.643961
lotr1,lotr2,1.891071
lotr1,lotr3,1.176979
lotr1,hobbit1,0.881295
lotr2,lotr3,1.942785
lotr2,lotr1,1.891071
lotr2,hobbit1,1.26628
lotr3,lotr2,1.942785
lotr3,lotr1,1.176979
lotr3,sw2,1.071084
pirates1,pirates2,1.904468
pirates1,pirates3,1.63143
pirates1,pirates4,1.63143
pirates2,pirates1,1.904468
pirates2,pirates3,1.513624
pirates2,pirates4,1.513624
pirates3,pirates1,1.63143
pirates3,pirates2,1.513624
pirates4,pirates1,1.63143
pirates4,pirates2,1.513624
reservoir_dogs,the_departed,1.836888
reservoir_dogs,the_usual_suspects,1.334082
reservoir_dogs,fargo,1.221556
rogue_one,sw7,1.915958
rogue_one,sw4,1.906843
rogue_one,sw5,1.567482
se7en,the_departed,2.312887
se7en,the_usual_suspects,1.727596
se7en,sw7,1.114181
sw1,sw2,3.046254
sw1,sw5,2.028879
sw1,sw4,1.690217
sw2,sw1,3.046254
sw2,sw5,1.696241
sw2,sw6,1.400152
sw3,sw5,1.121083
sw3,sw6,1.085772
sw3,sw4,0.765377
sw4,sw5,2.782988
sw4,sw7,2.10266
sw4,rogue_one,1.906843
sw5,sw4,2.782988
sw5,sw1,2.028879
sw5,sw2,1.696241
sw6,sw4,1.803092
sw6,sw5,1.686486
sw6,sw1,1.587753
sw7,sw4,2.10266
sw7,rogue_one,1.915958
sw7,sw5,1.573349
the_departed,se7en,2.312887
the_departed,reservoir_dogs,1.836888
the_departed,fargo,1.462553
the_usual_suspects,se7en,1.727596
the_usual_suspects,reservoir_dogs,1.334082
the_usual_suspects,the_departed,0.949204
