Source,Target,Weight
fargo,the_departed,0.341162
fargo,reservoir_dogs,0.335686
fargo,sw7,0.245143
hobbit1,hobbit3,0.541995
hobbit1,lotr2,0.46719
hobbit1,lotr1,0.295422
hobbit3,hobbit1,0.541995
hobbit3,lotr2,0.302769
hobbit3,rogue_one,0.260115
lotr1,lotr2,0.666671
lotr1,lotr3,0.406182
lotr1,hobbit1,0.295422
lotr2,lotr1,0.666671
lotr2,lotr3,0.629613
lotr2,hobbit1,0.46719
lotr3,lotr2,0.629613
lotr3,lotr1,0.406182
lotr3,pirates3,0.303839
pirates1,pirates3,0.542845
pirates1,pirates4,0.542845
pirates1,pirates2,0.510763
pirates2,pirates1,0.510763
pirates2,pirates3,0.504424
pirates2,pirates4,0.504424
pirates3,pirates1,0.542845
pirates3,pirates2,0.504424
pirates4,pirates1,0.542845
pirates4,pirates2,0.504424
reservoir_dogs,the_departed,0.762147
reservoir_dogs,the_usual_suspects,0.575591
reservoir_dogs,se7en,0.337186
rogue_one,sw4,0.768529
rogue_one,sw7,0.542639
rogue_one,sw5,0.525099
se7en,the_departed,0.97531
se7en,the_usual_suspects,0.735736
se7en,sw4,0.477472
sw1,sw2,0.843096
sw1,sw4,0.459625
sw1,rogue_one,0.452362
sw2,sw1,0.843096
sw2,sw4,0.409771
sw2,rogue_one,0.403819
sw3,sw2,0.297428
sw3,sw1,0.27804
sw3,sw6,0.248993
sw4,rogue_one,0.768529
sw4,sw5,0.674937
sw4,sw7,0.519368
sw5,sw4,0.674937
sw5,sw6,0.617044
sw5,rogue_one,0.525099
sw6,sw5,0.617044
sw6,sw4,0.51741
sw6,rogue_one,0.42677
sw7,rogue_one,0.542639
sw7,sw4,0.519368
sw7,sw5,0.489241
the_departed,se7en,0.97531
the_departed,reservoir_dogs,0.762147
the_departed,the_usual_suspects,0.445946
the_usual_suspects,se7en,0.735736
the_usual_suspects,reservoir_dogs,0.575591
the_usual_suspects,the_departed,0.445946
