Source,Target,Weight
fargo,the_departed,14.467593
fargo,reservoir_dogs,14.455672
fargo,sw7,11.551079
hobbit1,hobbit3,27.661752
hobbit1,lotr2,23.819732
hobbit1,sw5,17.51835
hobbit3,hobbit1,27.661752
hobbit3,lotr2,17.683153
hobbit3,rogue_one,16.627868
lotr1,lotr2,31.649576
lotr1,lotr3,20.810788
lotr1,hobbit1,17.434056
lotr2,lotr1,31.649576
lotr2,lotr3,29.036848
lotr2,hobbit1,23.819732
lotr3,lotr2,29.036848
lotr3,lotr1,20.810788
lotr3,pirates3,18.267509
pirates1,pirates2,18.540492
pirates1,pirates3,17.947844
pirates1,pirates4,17.947844
pirates2,pirates3,22.408461
pirates2,pirates4,22.408461
pirates2,sw2,19.327033
pirates3,pirates2,22.408461
pirates3,lotr3,18.267509
pirates4,pirates2,22.408461
pirates4,lotr3,18.267509
reservoir_dogs,the_departed,29.751279
reservoir_dogs,the_usual_suspects,27.095865
reservoir_dogs,se7en,14.538476
rogue_one,sw4,30.532487
rogue_one,sw7,24.570628
rogue_one,sw5,22.079929
se7en,the_departed,35.748758
se7en,the_usual_suspects,29.889111
se7en,sw4,20.661157
sw1,sw2,37.369208
sw1,sw4,24.839783
sw1,sw5,24.082458
sw2,sw1,37.369208
sw2,sw4,22.888533
sw2,sw5,21.742439
sw3,sw2,15.973165
sw3,sw1,14.362245
sw3,rogue_one,12.512982
sw4,sw5,33.988172
sw4,rogue_one,30.532487
sw4,sw7,27.250927
sw5,sw4,33.988172
sw5,sw6,26.970898
sw5,sw1,24.082458
sw6,sw5,26.970898
sw6,sw4,24.940144
sw6,sw1,19.964463
sw7,sw4,27.250927
sw7,rogue_one,24.570628
sw7,sw5,22.626482
the_departed,se7en,35.748758
the_departed,reservoir_dogs,29.751279
the_departed,the_usual_suspects,20.897768
the_usual_suspects,se7en,29.889111
the_usual_suspects,reservoir_dogs,27.095865
the_usual_suspects,the_departed,20.897768
