Source,Target,Weight
fargo,the_departed,0.138697
fargo,reservoir_dogs,0.123644
fargo,sw7,0.103428
hobbit1,hobbit3,0.260881
hobbit1,lotr2,0.220473
hobbit1,rogue_one,0.180873
hobbit3,hobbit1,0.260881
hobbit3,rogue_one,0.156925
hobbit3,lotr2,0.153337
lotr1,lotr2,0.326134
lotr1,lotr3,0.172768
lotr1,hobbit1,0.149699
lotr2,lotr1,0.326134
lotr2,lotr3,0.244673
lotr2,hobbit1,0.220473
lotr3,lotr2,0.244673
lotr3,lotr1,0.172768
lotr3,rogue_one,0.166225
pirates1,hobbit1,0.154843
pirates1,lotr3,0.15254
pirates1,pirates2,0.148175
pirates2,pirates3,0.189285
pirates2,pirates4,0.189285
pirates2,sw2,0.186621
pirates3,pirates2,0.189285
pirates3,sw4,0.173899
pirates4,pirates2,0.189285
pirates4,sw4,0.173899
reservoir_dogs,the_departed,0.312574
reservoir_dogs,the_usual_suspects,0.248684
reservoir_dogs,fargo,0.123644
rogue_one,sw4,0.332022
rogue_one,sw7,0.265812
rogue_one,sw5,0.255497
se7en,the_departed,0.35814
se7en,the_usual_suspects,0.288913
se7en,sw4,0.192807
sw1,sw2,0.36794
sw1,sw4,0.255955
sw1,sw5,0.253539
sw2,sw1,0.36794
sw2,sw4,0.282638
sw2,sw5,0.262229
sw3,sw2,0.137126
sw3,sw1,0.121206
sw3,rogue_one,0.111369
sw4,sw5,0.375727
sw4,rogue_one,0.332022
sw4,sw7,0.313402
sw5,sw4,0.375727
sw5,sw2,0.262229
sw5,rogue_one,0.255497
sw6,sw4,0.239515
sw6,sw5,0.225212
sw6,sw1,0.203392
sw7,sw4,0.313402
sw7,rogue_one,0.265812
sw7,sw2,0.228227
the_departed,se7en,0.35814
the_departed,reservoir_dogs,0.312574
the_departed,the_usual_suspects,0.173227
the_usual_suspects,se7en,0.288913
the_usual_suspects,reservoir_dogs,0.248684
the_usual_suspects,the_departed,0.173227
