Source,Target,Weight
fargo,reservoir_dogs,0.531539
fargo,the_departed,0.504215
fargo,the_usual_suspects,0.380491
hobbit1,hobbit3,0.655101
hobbit1,lotr2,0.577415
hobbit1,lotr1,0.401065
hobbit3,hobbit1,0.655101
hobbit3,lotr2,0.449053
hobbit3,rogue_one,0.360571
lotr1,lotr2,0.829973
lotr1,lotr3,0.529806
lotr1,hobbit1,0.401065
lotr2,lotr1,0.829973
lotr2,lotr3,0.793048
lotr2,hobbit1,0.577415
lotr3,lotr2,0.793048
lotr3,lotr1,0.529806
lotr3,rogue_one,0.362161
pirates1,pirates3,0.645337
pirates1,pirates4,0.645337
pirates1,pirates2,0.630594
pirates2,pirates1,0.630594
pirates2,pirates3,0.610162
pirates2,pirates4,0.610162
pirates3,pirates1,0.645337
pirates3,pirates2,0.610162
pirates4,pirates1,0.645337
pirates4,pirates2,0.610162
reservoir_dogs,the_departed,0.911117
reservoir_dogs,the_usual_suspects,0.742076
reservoir_dogs,fargo,0.531539
rogue_one,sw4,0.77517
rogue_one,sw5,0.546817
rogue_one,sw7,0.525261
se7en,the_departed,1.343942
se7en,the_usual_suspects,0.934279
se7en,sw4,0.597169
sw1,sw2,0.863751
sw1,sw4,0.500427
sw1,sw5,0.471439
sw2,sw1,0.863751
sw2,sw4,0.530839
sw2,sw5,0.517978
sw3,sw2,0.45862
sw3,sw1,0.392944
sw3,sw6,0.314274
sw4,sw5,0.802062
sw4,rogue_one,0.77517
sw4,sw6,0.649639
sw5,sw4,0.802062
sw5,sw6,0.701144
sw5,rogue_one,0.546817
sw6,sw5,0.701144
sw6,sw4,0.649639
sw6,rogue_one,0.481535
sw7,sw4,0.583287
sw7,sw5,0.537327
sw7,se7en,0.536262
the_departed,se7en,1.343942
the_departed,reservoir_dogs,0.911117
the_departed,the_usual_suspects,0.614131
the_usual_suspects,se7en,0.934279
the_usual_suspects,reservoir_dogs,0.742076
the_usual_suspects,the_departed,0.614131
