Source,Target,Weight
fargo,the_departed,0.736373
fargo,reservoir_dogs,0.66098
fargo,sw7,0.559005
hobbit1,hobbit3,1.43607
hobbit1,lotr2,1.197216
hobbit1,rogue_one,0.984509
hobbit3,hobbit1,1.43607
hobbit3,rogue_one,0.849295
hobbit3,lotr2,0.844953
lotr1,lotr2,1.692973
lotr1,lotr3,0.949845
lotr1,hobbit1,0.847418
lotr2,lotr1,1.692973
lotr2,lotr3,1.385139
lotr2,hobbit1,1.197216
lotr3,lotr2,1.385139
lotr3,lotr1,0.949845
lotr3,pirates3,0.891421
pirates1,hobbit1,0.854038
pirates1,pirates2,0.835164
pirates1,pirates3,0.832134
pirates2,pirates3,1.057518
pirates2,pirates4,1.057518
pirates2,sw2,1.000581
pirates3,pirates2,1.057518
pirates3,sw4,0.929304
pirates4,pirates2,1.057518
pirates4,sw4,0.929304
reservoir_dogs,the_departed,1.604235
reservoir_dogs,the_usual_suspects,1.352785
reservoir_dogs,fargo,0.66098
rogue_one,sw4,1.747167
rogue_one,sw7,1.432556
rogue_one,sw5,1.380922
se7en,the_departed,1.843413
se7en,the_usual_suspects,1.541043
se7en,sw4,1.048256
sw1,sw2,1.979951
sw1,sw4,1.369327
sw1,sw5,1.367252
sw2,sw1,1.979951
sw2,sw4,1.493411
sw2,sw5,1.411347
sw3,sw2,0.746643
sw3,sw1,0.667793
sw3,rogue_one,0.605269
sw4,sw5,2.023476
sw4,rogue_one,1.747167
sw4,sw7,1.672988
sw5,sw4,2.023476
sw5,sw2,1.411347
sw5,rogue_one,1.380922
sw6,sw4,1.283692
sw6,sw5,1.228293
sw6,sw1,1.106861
sw7,sw4,1.672988
sw7,rogue_one,1.432556
sw7,sw2,1.223017
the_departed,se7en,1.843413
the_departed,reservoir_dogs,1.604235
the_departed,the_usual_suspects,0.954379
the_usual_suspects,se7en,1.541043
the_usual_suspects,reservoir_dogs,1.352785
the_usual_suspects,the_departed,0.954379
