Source,Target,Weight
fargo,the_departed,1.148815
fargo,reservoir_dogs,1.140925
fargo,the_usual_suspects,0.901346
hobbit1,hobbit3,1.482305
hobbit1,lotr2,1.434191
hobbit1,lotr1,1.010208
hobbit3,hobbit1,1.482305
hobbit3,lotr2,1.199449
hobbit3,rogue_one,0.966936
lotr1,lotr2,2.165899
lotr1,lotr3,1.360185
lotr1,sw2,1.063326
lotr2,lotr1,2.165899
lotr2,lotr3,1.726976
lotr2,hobbit1,1.434191
lotr3,lotr2,1.726976
lotr3,lotr1,1.360185
lotr3,sw2,1.124212
pirates1,lotr2,1.049908
pirates1,lotr3,1.045904
pirates1,pirates2,0.999838
pirates2,pirates3,1.226387
pirates2,pirates4,1.226387
pirates2,the_departed,1.128601
pirates3,pirates2,1.226387
pirates3,sw4,1.165903
pirates4,pirates2,1.226387
pirates4,sw4,1.165903
reservoir_dogs,the_departed,2.203041
reservoir_dogs,the_usual_suspects,1.810391
reservoir_dogs,fargo,1.140925
rogue_one,sw4,2.038591
rogue_one,sw5,1.309871
rogue_one,sw7,1.306488
se7en,the_departed,2.675507
se7en,the_usual_suspects,2.043448
se7en,sw4,1.316425
sw1,sw2,1.920938
sw1,sw4,1.703189
sw1,sw5,1.464416
sw2,sw1,1.920938
sw2,sw4,1.511314
sw2,sw5,1.382357
sw3,sw2,1.180383
sw3,sw1,1.017265
sw3,rogue_one,0.837044
sw4,rogue_one,2.038591
sw4,sw5,1.805471
sw4,sw1,1.703189
sw5,sw4,1.805471
sw5,sw6,1.52669
sw5,sw1,1.464416
sw6,sw5,1.52669
sw6,sw4,1.506648
sw6,rogue_one,1.224654
sw7,sw4,1.427485
sw7,rogue_one,1.306488
sw7,sw2,1.194652
the_departed,se7en,2.675507
the_departed,reservoir_dogs,2.203041
the_departed,the_usual_suspects,1.480286
the_usual_suspects,se7en,2.043448
the_usual_suspects,reservoir_dogs,1.810391
the_usual_suspects,the_departed,1.480286
