Source,Target,Weight
fargo,the_departed,44.080049
fargo,reservoir_dogs,37.277268
fargo,sw7,36.920805
hobbit1,hobbit3,80.256822
hobbit1,rogue_one,55.878409
hobbit1,lotr2,45.442152
hobbit3,hobbit1,80.256822
hobbit3,rogue_one,42.756969
hobbit3,lotr3,25.524529
lotr1,lotr2,73.035349
lotr1,lotr3,69.773932
lotr1,pirates1,61.312078
lotr2,lotr3,134.066229
lotr2,sw1,75.046904
lotr2,lotr1,73.035349
lotr3,lotr2,134.066229
lotr3,lotr1,69.773932
lotr3,pirates1,64.045088
pirates1,pirates2,110.144289
pirates1,pirates3,108.766587
pirates1,pirates4,108.766587
pirates2,pirates1,110.144289
pirates2,pirates3,101.368474
pirates2,pirates4,101.368474
pirates3,pirates1,108.766587
pirates3,pirates2,101.368474
pirates4,pirates1,108.766587
pirates4,pirates2,101.368474
reservoir_dogs,the_usual_suspects,94.020308
reservoir_dogs,the_departed,78.247261
reservoir_dogs,fargo,37.277268
rogue_one,sw7,71.71029
rogue_one,sw5,69.725282
rogue_one,sw4,69.589422
se7en,the_departed,66.818121
se7en,the_usual_suspects,61.850569
se7en,sw4,45.357645
sw1,sw2,124.208173
sw1,sw5,78.419072
sw1,lotr2,75.046904
sw2,sw1,124.208173
sw2,sw6,81.063554
sw2,sw5,73.051355
sw3,sw1,25.89332
sw3,pirates1,25.782499
sw3,sw2,24.102193
sw4,sw5,116.931712
sw4,sw7,75.261534
sw4,rogue_one,69.589422
sw5,sw4,116.931712
sw5,sw6,85.999312
sw5,sw7,80.978217
sw6,sw5,85.999312
sw6,sw2,81.063554
sw6,sw1,71.42347
sw7,sw5,80.978217
sw7,sw4,75.261534
sw7,rogue_one,71.71029
the_departed,reservoir_dogs,78.247261
the_departed,se7en,66.818121
the_departed,the_usual_suspects,52.252064
the_usual_suspects,reservoir_dogs,94.020308
the_usual_suspects,se7en,61.850569
the_usual_suspects,the_departed,52.252064
