Source,Target,Weight
fargo,reservoir_dogs,4.615505
fargo,the_departed,4.50491
fargo,the_usual_suspects,4.379722
hobbit1,hobbit3,6.197323
hobbit1,lotr1,6.030127
hobbit1,lotr2,5.971147
hobbit3,hobbit1,6.197323
hobbit3,lotr2,6.019672
hobbit3,lotr3,5.701839
lotr1,hobbit1,6.030127
lotr1,lotr2,6.019165
lotr1,lotr3,5.950681
lotr2,lotr3,8.212608
lotr2,hobbit3,6.019672
lotr2,lotr1,6.019165
lotr3,lotr2,8.212608
lotr3,lotr1,5.950681
lotr3,hobbit1,5.825639
pirates1,pirates2,7.390765
pirates1,pirates3,7.098995
pirates1,pirates4,7.098995
pirates2,pirates1,7.390765
pirates2,pirates3,6.887052
pirates2,pirates4,6.887052
pirates3,pirates1,7.098995
pirates3,pirates2,6.887052
pirates4,pirates1,7.098995
pirates4,pirates2,6.887052
reservoir_dogs,the_usual_suspects,6.315444
reservoir_dogs,the_departed,6.069324
reservoir_dogs,se7en,5.450631
rogue_one,sw7,6.120888
rogue_one,sw5,5.747919
rogue_one,sw1,5.641844
se7en,the_usual_suspects,5.873784
se7en,sw4,5.574291
se7en,the_departed,5.520439
sw1,sw2,7.459513
sw1,sw5,5.923083
sw1,lotr2,5.830734
sw2,sw1,7.459513
sw2,sw5,6.348844
sw2,pirates3,5.727475
sw3,sw1,4.971983
sw3,sw2,4.876883
sw3,sw6,4.434354
sw4,sw5,6.735821
sw4,rogue_one,5.595595
sw4,se7en,5.574291
sw5,sw4,6.735821
sw5,sw2,6.348844
sw5,sw7,6.161581
sw6,sw5,6.141601
sw6,sw2,5.698915
sw6,sw1,5.572179
sw7,sw5,6.161581
sw7,rogue_one,6.120888
sw7,sw1,5.742836
the_departed,the_usual_suspects,6.161581
the_departed,reservoir_dogs,6.069324
the_departed,se7en,5.520439
the_usual_suspects,reservoir_dogs,6.315444
the_usual_suspects,the_departed,6.161581
the_usual_suspects,se7en,5.873784
