Source,Target,Weight
fargo,the_departed,1.198901
fargo,reservoir_dogs,1.180121
fargo,sw7,0.869104
hobbit1,hobbit3,1.967609
hobbit1,lotr2,1.677745
hobbit1,lotr1,1.0958
hobbit3,hobbit1,1.967609
hobbit3,lotr2,1.097266
hobbit3,rogue_one,0.943469
lotr1,lotr2,2.326095
lotr1,lotr3,1.469862
lotr1,hobbit1,1.0958
lotr2,lotr3,2.331519
lotr2,lotr1,2.326095
lotr2,hobbit1,1.677745
lotr3,lotr2,2.331519
lotr3,lotr1,1.469862
lotr3,pirates3,1.106411
pirates1,pirates3,1.980947
pirates1,pirates4,1.980947
pirates1,pirates2,1.877666
pirates2,pirates1,1.877666
pirates2,pirates3,1.839808
pirates2,pirates4,1.839808
pirates3,pirates1,1.980947
pirates3,pirates2,1.839808
pirates4,pirates1,1.980947
pirates4,pirates2,1.839808
reservoir_dogs,the_departed,2.608385
reservoir_dogs,the_usual_suspects,2.060815
reservoir_dogs,se7en,1.219185
rogue_one,sw4,2.668773
rogue_one,sw7,1.935415
rogue_one,sw5,1.866612
se7en,the_departed,3.334356
se7en,the_usual_suspects,2.598246
se7en,sw4,1.698018
sw1,sw2,2.988456
sw1,sw4,1.646844
sw1,rogue_one,1.618291
sw2,sw1,2.988456
sw2,sw4,1.465487
sw2,rogue_one,1.436278
sw3,sw2,1.100202
sw3,sw1,1.029262
sw3,sw6,0.898725
sw4,rogue_one,2.668773
sw4,sw5,2.428387
sw4,sw7,1.86148
sw5,sw4,2.428387
sw5,sw6,2.202988
sw5,rogue_one,1.866612
sw6,sw5,2.202988
sw6,sw4,1.848535
sw6,rogue_one,1.521836
sw7,rogue_one,1.935415
sw7,sw4,1.86148
sw7,sw5,1.756531
the_departed,se7en,3.334356
the_departed,reservoir_dogs,2.608385
the_departed,the_usual_suspects,1.609689
the_usual_suspects,se7en,2.598246
the_usual_suspects,reservoir_dogs,2.060815
the_usual_suspects,the_departed,1.609689
