Source,Target,Weight
fargo,the_departed,10.899777
fargo,reservoir_dogs,8.782561
fargo,sw7,6.731921
hobbit1,hobbit3,16.285584
hobbit1,rogue_one,13.385985
hobbit1,lotr2,11.260754
hobbit3,hobbit1,16.285584
hobbit3,rogue_one,11.983654
hobbit3,lotr2,6.319634
lotr1,lotr2,18.828846
lotr1,lotr3,12.441989
lotr1,sw2,12.224192
lotr2,lotr3,21.465216
lotr2,lotr1,18.828846
lotr2,pirates1,12.195568
lotr3,lotr2,21.465216
lotr3,pirates1,13.337423
lotr3,pirates3,12.81427
pirates1,pirates2,20.772746
pirates1,pirates3,16.785564
pirates1,pirates4,16.785564
pirates2,pirates1,20.772746
pirates2,pirates3,15.019074
pirates2,pirates4,15.019074
pirates3,pirates1,16.785564
pirates3,pirates2,15.019074
pirates4,pirates1,16.785564
pirates4,pirates2,15.019074
reservoir_dogs,the_departed,12.304058
reservoir_dogs,the_usual_suspects,10.664733
reservoir_dogs,fargo,8.782561
rogue_one,sw7,15.400964
rogue_one,sw4,14.969612
rogue_one,sw1,13.582896
se7en,the_departed,17.884609
se7en,the_usual_suspects,16.014862
se7en,lotr1,9.277901
sw1,sw2,27.047495
sw1,sw5,18.820695
sw1,sw6,14.339179
sw2,sw1,27.047495
sw2,sw5,14.594918
sw2,sw6,14.00776
sw3,sw6,9.763337
sw3,sw5,9.32175
sw3,sw4,6.011277
sw4,sw5,23.965298
sw4,sw7,17.793278
sw4,sw6,17.159428
sw5,sw4,23.965298
sw5,sw1,18.820695
sw5,sw6,16.621788
sw6,sw4,17.159428
sw6,sw5,16.621788
sw6,sw1,14.339179
sw7,sw4,17.793278
sw7,rogue_one,15.400964
sw7,sw5,12.55887
the_departed,se7en,17.884609
the_departed,reservoir_dogs,12.304058
the_departed,fargo,10.899777
the_usual_suspects,se7en,16.014862
the_usual_suspects,reservoir_dogs,10.664733
the_usual_suspects,the_departed,10.401065
