Source,Target,Weight
fargo,the_departed,0.226883
fargo,reservoir_dogs,0.183148
fargo,sw7,0.127649
hobbit1,hobbit3,0.222667
hobbit1,lotr2,0.165131
hobbit1,lotr1,0.117228
hobbit3,hobbit1,0.222667
hobbit3,rogue_one,0.10646
hobbit3,lotr2,0.097355
lotr1,lotr2,0.237754
lotr1,lotr3,0.151193
lotr1,hobbit1,0.117228
lotr2,lotr3,0.239225
lotr2,lotr1,0.237754
lotr2,hobbit1,0.165131
lotr3,lotr2,0.239225
lotr3,lotr1,0.151193
lotr3,pirates3,0.122537
pirates1,pirates2,0.218553
pirates1,pirates3,0.189011
pirates1,pirates4,0.189011
pirates2,pirates1,0.218553
pirates2,pirates3,0.180475
pirates2,pirates4,0.180475
pirates3,pirates1,0.189011
pirates3,pirates2,0.180475
pirates4,pirates1,0.189011
pirates4,pirates2,0.180475
reservoir_dogs,the_departed,0.286861
reservoir_dogs,the_usual_suspects,0.216541
reservoir_dogs,fargo,0.183148
rogue_one,sw4,0.288001
rogue_one,sw5,0.223722
rogue_one,sw7,0.22348
se7en,the_departed,0.369604
se7en,the_usual_suspects,0.302982
se7en,sw4,0.172026
sw1,sw2,0.357099
sw1,sw4,0.213706
sw1,sw5,0.201558
sw2,sw1,0.357099
sw2,sw4,0.206954
sw2,sw5,0.196454
sw3,sw5,0.105095
sw3,sw2,0.102515
sw3,sw6,0.101323
sw4,sw5,0.378793
sw4,rogue_one,0.288001
sw4,sw7,0.247566
sw5,sw4,0.378793
sw5,rogue_one,0.223722
sw5,sw6,0.219039
sw6,sw4,0.225265
sw6,sw5,0.219039
sw6,rogue_one,0.161037
sw7,sw4,0.247566
sw7,rogue_one,0.22348
sw7,sw5,0.188412
the_departed,se7en,0.369604
the_departed,reservoir_dogs,0.286861
the_departed,fargo,0.226883
the_usual_suspects,se7en,0.302982
the_usual_suspects,reservoir_dogs,0.216541
the_usual_suspects,the_departed,0.162798
