Source,Target,Weight
fargo,the_departed,0.292529
fargo,reservoir_dogs,0.239237
fargo,sw7,0.157604
hobbit1,hobbit3,0.312997
hobbit1,lotr2,0.233251
hobbit1,rogue_one,0.169642
hobbit3,hobbit1,0.312997
hobbit3,rogue_one,0.150314
hobbit3,lotr2,0.116007
lotr1,lotr2,0.368093
lotr1,lotr3,0.217099
lotr1,hobbit1,0.157837
lotr2,lotr1,0.368093
lotr2,lotr3,0.34852
lotr2,hobbit1,0.233251
lotr3,lotr2,0.34852
lotr3,lotr1,0.217099
lotr3,sw2,0.199219
pirates1,pirates2,0.349422
pirates1,pirates3,0.295639
pirates1,pirates4,0.295639
pirates2,pirates1,0.349422
pirates2,pirates3,0.276265
pirates2,pirates4,0.276265
pirates3,pirates1,0.295639
pirates3,pirates2,0.276265
pirates4,pirates1,0.295639
pirates4,pirates2,0.276265
reservoir_dogs,the_departed,0.365819
reservoir_dogs,the_usual_suspects,0.242841
reservoir_dogs,fargo,0.239237
rogue_one,sw7,0.367984
rogue_one,sw4,0.365784
rogue_one,sw5,0.294746
se7en,the_departed,0.460181
se7en,the_usual_suspects,0.324582
se7en,sw7,0.208317
sw1,sw2,0.598791
sw1,sw5,0.391449
sw1,sw4,0.317825
sw2,sw1,0.598791
sw2,sw5,0.326938
sw2,rogue_one,0.265618
sw3,sw5,0.21626
sw3,sw6,0.206044
sw3,sw4,0.142848
sw4,sw5,0.528978
sw4,sw7,0.40675
sw4,rogue_one,0.365784
sw5,sw4,0.528978
sw5,sw1,0.391449
sw5,sw2,0.326938
sw6,sw4,0.3428
sw6,sw5,0.314079
sw6,sw1,0.301088
sw7,sw4,0.40675
sw7,rogue_one,0.367984
sw7,sw5,0.297825
the_departed,se7en,0.460181
the_departed,reservoir_dogs,0.365819
the_departed,fargo,0.292529
the_usual_suspects,se7en,0.324582
the_usual_suspects,reservoir_dogs,0.242841
the_usual_suspects,the_departed,0.172221
