Source,Target,Weight
fargo,reservoir_dogs,0.118682
fargo,the_departed,0.117988
fargo,sw7,0.089083
hobbit1,hobbit3,0.196632
hobbit1,lotr2,0.178335
hobbit1,sw5,0.125607
hobbit3,hobbit1,0.196632
hobbit3,lotr2,0.127659
hobbit3,rogue_one,0.125934
lotr1,lotr2,0.273278
lotr1,lotr3,0.150555
lotr1,sw4,0.119668
lotr2,lotr1,0.273278
lotr2,lotr3,0.187694
lotr2,hobbit1,0.178335
lotr3,lotr2,0.187694
lotr3,lotr1,0.150555
lotr3,pirates3,0.132036
pirates1,pirates2,0.121939
pirates1,pirates3,0.119652
pirates1,pirates4,0.119652
pirates2,pirates3,0.152958
pirates2,pirates4,0.152958
pirates2,sw2,0.152831
pirates3,pirates2,0.152958
pirates3,sw4,0.143775
pirates4,pirates2,0.152958
pirates4,sw4,0.143775
reservoir_dogs,the_departed,0.263455
reservoir_dogs,the_usual_suspects,0.199909
reservoir_dogs,fargo,0.118682
rogue_one,sw4,0.250884
rogue_one,sw7,0.182263
rogue_one,sw5,0.161515
se7en,the_departed,0.322567
se7en,the_usual_suspects,0.23333
se7en,sw4,0.157973
sw1,sw2,0.285952
sw1,sw4,0.195797
sw1,sw5,0.179958
sw2,sw1,0.285952
sw2,sw4,0.179375
sw2,sw5,0.160085
sw3,sw2,0.122208
sw3,sw1,0.104795
sw3,rogue_one,0.095483
sw4,sw5,0.25526
sw4,rogue_one,0.250884
sw4,sw7,0.207055
sw5,sw4,0.25526
sw5,sw6,0.202618
sw5,sw1,0.179958
sw6,sw5,0.202618
sw6,sw4,0.193612
sw6,rogue_one,0.145375
sw7,sw4,0.207055
sw7,rogue_one,0.182263
sw7,sw5,0.164369
the_departed,se7en,0.322567
the_departed,reservoir_dogs,0.263455
the_departed,the_usual_suspects,0.149354
the_usual_suspects,se7en,0.23333
the_usual_suspects,reservoir_dogs,0.199909
the_usual_suspects,the_departed,0.149354
