Source,Target,Weight
fargo,reservoir_dogs,4.153083
fargo,the_departed,3.897709
fargo,the_usual_suspects,3.226504
hobbit1,hobbit3,5.933239
hobbit1,lotr2,5.747126
hobbit1,lotr1,4.090398
hobbit3,hobbit1,5.933239
hobbit3,lotr2,4.672679
hobbit3,lotr3,3.503437
lotr1,lotr2,7.368111
lotr1,lotr3,5.185969
lotr1,hobbit1,4.090398
lotr2,lotr1,7.368111
lotr2,lotr3,7.326061
lotr2,hobbit1,5.747126
lotr3,lotr2,7.326061
lotr3,lotr1,5.185969
lotr3,hobbit1,3.783221
pirates1,pirates2,5.806796
pirates1,pirates3,5.499491
pirates1,pirates4,5.499491
pirates2,pirates1,5.806796
pirates2,pirates3,5.432067
pirates2,pirates4,5.432067
pirates3,pirates1,5.499491
pirates3,pirates2,5.432067
pirates4,pirates1,5.499491
pirates4,pirates2,5.432067
reservoir_dogs,the_departed,7.409438
reservoir_dogs,the_usual_suspects,6.611833
reservoir_dogs,se7en,4.699844
rogue_one,sw4,6.241029
rogue_one,sw5,5.067422
rogue_one,sw7,4.550336
se7en,the_departed,10.196694
se7en,the_usual_suspects,7.63318
se7en,sw4,4.917412
sw1,sw2,7.431132
sw1,sw4,4.516202
sw1,rogue_one,4.209144
sw2,sw1,7.431132
sw2,sw3,4.752061
sw2,sw4,4.736329
sw3,sw2,4.752061
sw3,sw1,3.89739
sw3,rogue_one,2.938212
sw4,sw5,6.768373
sw4,rogue_one,6.241029
sw4,sw6,5.612208
sw5,sw4,6.768373
sw5,sw6,5.890877
sw5,rogue_one,5.067422
sw6,sw5,5.890877
sw6,sw4,5.612208
sw6,rogue_one,4.54531
sw7,sw4,5.020635
sw7,rogue_one,4.550336
sw7,sw5,4.509217
the_departed,se7en,10.196694
the_departed,reservoir_dogs,7.409438
the_departed,the_usual_suspects,5.869096
the_usual_suspects,se7en,7.63318
the_usual_suspects,reservoir_dogs,6.611833
the_usual_suspects,the_departed,5.869096
