Source,Target,Weight
fargo,reservoir_dogs,0.311818
fargo,the_departed,0.295474
fargo,the_usual_suspects,0.221993
hobbit1,hobbit3,0.37781
hobbit1,lotr2,0.334681
hobbit1,lotr1,0.229934
hobbit3,hobbit1,0.37781
hobbit3,lotr2,0.260086
hobbit3,rogue_one,0.208641
lotr1,lotr2,0.486151
lotr1,lotr3,0.306444
lotr1,hobbit1,0.229934
lotr2,lotr1,0.486151
lotr2,lotr3,0.454466
lotr2,hobbit1,0.334681
lotr3,lotr2,0.454466
lotr3,lotr1,0.306444
lotr3,rogue_one,0.209738
pirates1,pirates3,0.371306
pirates1,pirates4,0.371306
pirates1,pirates2,0.36238
pirates2,pirates1,0.36238
pirates2,pirates3,0.351508
pirates2,pirates4,0.351508
pirates3,pirates1,0.371306
pirates3,pirates2,0.351508
pirates4,pirates1,0.371306
pirates4,pirates2,0.351508
reservoir_dogs,the_departed,0.536455
reservoir_dogs,the_usual_suspects,0.430989
reservoir_dogs,fargo,0.311818
rogue_one,sw4,0.452456
rogue_one,sw5,0.317118
rogue_one,sw7,0.303758
se7en,the_departed,0.794352
se7en,the_usual_suspects,0.54469
se7en,sw4,0.347551
sw1,sw2,0.501316
sw1,sw4,0.290259
sw1,sw5,0.272886
sw2,sw1,0.501316
sw2,sw4,0.308351
sw2,sw5,0.300396
sw3,sw2,0.264069
sw3,sw1,0.226366
sw3,sw6,0.181951
sw4,sw5,0.464377
sw4,rogue_one,0.452456
sw4,sw6,0.377601
sw5,sw4,0.464377
sw5,sw6,0.407516
sw5,rogue_one,0.317118
sw6,sw5,0.407516
sw6,sw4,0.377601
sw6,rogue_one,0.279665
sw7,sw4,0.33733
sw7,se7en,0.311229
sw7,sw5,0.310579
the_departed,se7en,0.794352
the_departed,reservoir_dogs,0.536455
the_departed,the_usual_suspects,0.35567
the_usual_suspects,se7en,0.54469
the_usual_suspects,reservoir_dogs,0.430989
the_usual_suspects,the_departed,0.35567
