Source,Target,Weight
fargo,reservoir_dogs,4.355439
fargo,the_departed,4.279448
fargo,se7en,4.065768
hobbit1,hobbit3,5.600108
hobbit1,lotr2,5.402777
hobbit1,lotr1,5.291033
hobbit3,hobbit1,5.600108
hobbit3,lotr2,5.43245
hobbit3,lotr3,5.008841
lotr1,lotr3,5.483839
lotr1,lotr2,5.364605
lotr1,hobbit1,5.291033
lotr2,lotr3,7.619744
lotr2,hobbit3,5.43245
lotr2,hobbit1,5.402777
lotr3,lotr2,7.619744
lotr3,lotr1,5.483839
lotr3,pirates3,5.244746
pirates1,pirates2,7.265224
pirates1,pirates3,6.980413
pirates1,pirates4,6.980413
pirates2,pirates1,7.265224
pirates2,pirates3,6.267785
pirates2,pirates4,6.267785
pirates3,pirates1,6.980413
pirates3,pirates2,6.267785
pirates4,pirates1,6.980413
pirates4,pirates2,6.267785
reservoir_dogs,the_usual_suspects,5.913101
reservoir_dogs,the_departed,5.407949
reservoir_dogs,se7en,5.298434
rogue_one,sw7,5.527274
rogue_one,sw1,5.515203
rogue_one,sw4,5.255524
se7en,the_usual_suspects,5.8149
se7en,reservoir_dogs,5.298434
se7en,the_departed,5.263878
sw1,sw2,6.661559
sw1,sw3,5.634914
sw1,rogue_one,5.515203
sw2,sw1,6.661559
sw2,sw3,5.634628
sw2,pirates3,5.044543
sw3,sw1,5.634914
sw3,sw2,5.634628
sw3,pirates1,4.445037
sw4,sw5,6.328233
sw4,rogue_one,5.255524
sw4,sw1,5.238482
sw5,sw4,6.328233
sw5,sw6,5.301918
sw5,sw7,5.144245
sw6,sw5,5.301918
sw6,sw4,4.994107
sw6,sw2,4.695695
sw7,rogue_one,5.527274
sw7,sw4,5.166624
sw7,sw5,5.144245
the_departed,the_usual_suspects,5.87886
the_departed,reservoir_dogs,5.407949
the_departed,se7en,5.263878
the_usual_suspects,reservoir_dogs,5.913101
the_usual_suspects,the_departed,5.87886
the_usual_suspects,se7en,5.8149
