Source,Target,Weight
fargo,the_departed,12.885436
fargo,reservoir_dogs,12.78331
fargo,the_usual_suspects,10.42329
hobbit1,hobbit3,18.429103
hobbit1,lotr2,17.226232
hobbit1,lotr1,13.153914
hobbit3,hobbit1,18.429103
hobbit3,lotr2,14.439599
hobbit3,rogue_one,11.548411
lotr1,lotr2,24.096386
lotr1,lotr3,16.477179
lotr1,hobbit1,13.153914
lotr2,lotr1,24.096386
lotr2,lotr3,22.286606
lotr2,hobbit1,17.226232
lotr3,lotr2,22.286606
lotr3,lotr1,16.477179
lotr3,sw2,13.311325
pirates1,pirates2,12.72718
pirates1,lotr2,12.573081
pirates1,pirates3,12.56834
pirates2,pirates3,15.44497
pirates2,pirates4,15.44497
pirates2,sw2,12.905557
pirates3,pirates2,15.44497
pirates3,sw2,13.582527
pirates4,pirates2,15.44497
pirates4,sw2,13.582527
reservoir_dogs,the_departed,24.040195
reservoir_dogs,the_usual_suspects,21.561018
reservoir_dogs,fargo,12.78331
rogue_one,sw4,23.31872
rogue_one,sw7,15.924328
rogue_one,sw5,15.877048
se7en,the_departed,29.114624
se7en,the_usual_suspects,23.788567
se7en,sw4,15.493307
sw1,sw2,23.071244
sw1,sw4,19.580584
sw1,sw5,17.465724
sw2,sw1,23.071244
sw2,sw4,17.558954
sw2,sw5,16.644751
sw3,sw2,13.684945
sw3,sw1,12.03355
sw3,rogue_one,9.811713
sw4,rogue_one,23.31872
sw4,sw5,21.863658
sw4,sw1,19.580584
sw5,sw4,21.863658
sw5,sw6,18.272516
sw5,sw1,17.465724
sw6,sw5,18.272516
sw6,sw4,17.797711
sw6,rogue_one,14.649439
sw7,sw4,17.332224
sw7,rogue_one,15.924328
sw7,sw5,14.492964
the_departed,se7en,29.114624
the_departed,reservoir_dogs,24.040195
the_departed,the_usual_suspects,17.959125
the_usual_suspects,se7en,23.788567
the_usual_suspects,reservoir_dogs,21.561018
the_usual_suspects,the_departed,17.959125
