Source,Target,Weight
fargo,reservoir_dogs,3.794116
fargo,the_departed,3.655238
fargo,sw7,3.603967
hobbit1,lotr1,4.945158
hobbit1,lotr3,4.928755
hobbit1,hobbit3,4.811764
hobbit3,hobbit1,4.811764
hobbit3,lotr2,4.685772
hobbit3,lotr3,4.682437
lotr1,lotr3,5.323566
lotr1,lotr2,4.987855
lotr1,hobbit1,4.945158
lotr2,lotr3,6.961752
lotr2,lotr1,4.987855
lotr2,sw1,4.807346
lotr3,lotr2,6.961752
lotr3,lotr1,5.323566
lotr3,hobbit1,4.928755
pirates1,pirates2,6.545745
pirates1,pirates3,6.454403
pirates1,pirates4,6.454403
pirates2,pirates1,6.545745
pirates2,pirates3,5.949937
pirates2,pirates4,5.949937
pirates3,pirates1,6.454403
pirates3,pirates2,5.949937
pirates4,pirates1,6.454403
pirates4,pirates2,5.949937
reservoir_dogs,the_usual_suspects,5.241914
reservoir_dogs,the_departed,4.940589
reservoir_dogs,se7en,4.598758
rogue_one,sw7,4.988278
rogue_one,pirates1,4.913401
rogue_one,pirates2,4.681933
se7en,the_usual_suspects,4.708497
se7en,reservoir_dogs,4.598758
se7en,sw4,4.589072
sw1,sw2,6.008207
sw1,sw5,4.811671
sw1,lotr2,4.807346
sw2,sw1,6.008207
sw2,sw5,5.137532
sw2,sw6,4.876146
sw3,sw1,4.136453
sw3,sw2,3.974468
sw3,sw6,3.707535
sw4,sw5,5.518642
sw4,se7en,4.589072
sw4,rogue_one,4.564897
sw5,sw4,5.518642
sw5,sw6,5.287564
sw5,sw7,5.182636
sw6,sw5,5.287564
sw6,sw2,4.876146
sw6,sw1,4.540398
sw7,sw5,5.182636
sw7,rogue_one,4.988278
sw7,pirates1,4.789111
the_departed,reservoir_dogs,4.940589
the_departed,the_usual_suspects,4.791245
the_departed,se7en,4.271916
the_usual_suspects,reservoir_dogs,5.241914
the_usual_suspects,the_departed,4.791245
the_usual_suspects,se7en,4.708497
