Source,Target,Weight
fargo,reservoir_dogs,0.099186
fargo,the_departed,0.093788
fargo,the_usual_suspects,0.069851
hobbit1,hobbit3,0.116239
hobbit1,lotr2,0.103966
hobbit1,lotr1,0.069955
hobbit3,hobbit1,0.116239
hobbit3,lotr2,0.080676
hobbit3,rogue_one,0.064601
lotr1,lotr2,0.154166
lotr1,lotr3,0.09481
lotr1,hobbit1,0.069955
lotr2,lotr1,0.154166
lotr2,lotr3,0.138155
lotr2,hobbit1,0.103966
lotr3,lotr2,0.138155
lotr3,lotr1,0.09481
lotr3,rogue_one,0.065046
pirates1,pirates3,0.113731
pirates1,pirates4,0.113731
pirates1,pirates2,0.11074
pirates2,pirates1,0.11074
pirates2,pirates3,0.107921
pirates2,pirates4,0.107921
pirates3,pirates1,0.113731
pirates3,pirates2,0.107921
pirates4,pirates1,0.113731
pirates4,pirates2,0.107921
reservoir_dogs,the_departed,0.171911
reservoir_dogs,the_usual_suspects,0.13441
reservoir_dogs,fargo,0.099186
rogue_one,sw4,0.142487
rogue_one,sw5,0.098614
rogue_one,sw7,0.093946
se7en,the_departed,0.256559
se7en,the_usual_suspects,0.171138
se7en,sw4,0.108829
sw1,sw2,0.156134
sw1,sw4,0.090288
sw1,sw5,0.084549
sw2,sw1,0.156134
sw2,sw4,0.09619
sw2,sw5,0.093416
sw3,sw2,0.080994
sw3,sw1,0.069495
sw3,sw6,0.056397
sw4,sw5,0.143949
sw4,rogue_one,0.142487
sw4,sw6,0.117943
sw5,sw4,0.143949
sw5,sw6,0.127271
sw5,rogue_one,0.098614
sw6,sw5,0.127271
sw6,sw4,0.117943
sw6,rogue_one,0.087214
sw7,sw4,0.10434
sw7,se7en,0.096924
sw7,sw5,0.095963
the_departed,se7en,0.256559
the_departed,reservoir_dogs,0.171911
the_departed,the_usual_suspects,0.110312
the_usual_suspects,se7en,0.171138
the_usual_suspects,reservoir_dogs,0.13441
the_usual_suspects,the_departed,0.110312
