Source,Target,Weight
fargo,reservoir_dogs,4.947531
fargo,the_departed,4.828818
fargo,the_usual_suspects,4.697747
hobbit1,hobbit3,6.467259
hobbit1,lotr2,6.277858
hobbit1,lotr1,6.271991
hobbit3,hobbit1,6.467259
hobbit3,lotr2,6.345057
hobbit3,lotr3,5.962958
lotr1,lotr2,6.40537
lotr1,lotr3,6.348521
lotr1,hobbit1,6.271991
lotr2,lotr3,8.545475
lotr2,lotr1,6.40537
lotr2,hobbit3,6.345057
lotr3,lotr2,8.545475
lotr3,lotr1,6.348521
lotr3,hobbit1,6.077106
pirates1,pirates2,7.769223
pirates1,pirates3,7.413943
pirates1,pirates4,7.413943
pirates2,pirates1,7.769223
pirates2,pirates3,7.288789
pirates2,pirates4,7.288789
pirates3,pirates1,7.413943
pirates3,pirates2,7.288789
pirates4,pirates1,7.413943
pirates4,pirates2,7.288789
reservoir_dogs,the_usual_suspects,6.746136
reservoir_dogs,the_departed,6.504361
reservoir_dogs,se7en,5.838564
rogue_one,sw7,6.311298
rogue_one,sw5,5.919717
rogue_one,sw1,5.773405
se7en,the_usual_suspects,6.294138
se7en,the_departed,5.9027
se7en,reservoir_dogs,5.838564
sw1,sw2,7.73874
sw1,sw5,6.112918
sw1,lotr2,6.023661
sw2,sw1,7.73874
sw2,sw5,6.47421
sw2,pirates3,5.94601
sw3,sw1,5.106626
sw3,sw2,5.043678
sw3,sw6,4.623935
sw4,sw5,6.908988
sw4,rogue_one,5.75629
sw4,sw7,5.698558
sw5,sw4,6.908988
sw5,sw6,6.490472
sw5,sw2,6.47421
sw6,sw5,6.490472
sw6,sw2,5.863143
sw6,sw1,5.788343
sw7,sw5,6.371659
sw7,rogue_one,6.311298
sw7,sw1,5.889247
the_departed,the_usual_suspects,6.634423
the_departed,reservoir_dogs,6.504361
the_departed,se7en,5.9027
the_usual_suspects,reservoir_dogs,6.746136
the_usual_suspects,the_departed,6.634423
the_usual_suspects,se7en,6.294138
