Source,Target,Weight
fargo,the_departed,11.885519
fargo,reservoir_dogs,10.073638
fargo,sw7,7.263377
hobbit1,hobbit3,14.295108
hobbit1,lotr2,10.555984
hobbit1,lotr1,8.203513
hobbit3,hobbit1,14.295108
hobbit3,rogue_one,6.848611
hobbit3,lotr2,6.452196
lotr1,lotr2,13.77847
lotr1,lotr3,9.752387
lotr1,hobbit1,8.203513
lotr2,lotr3,16.651957
lotr2,lotr1,13.77847
lotr2,hobbit1,10.555984
lotr3,lotr2,16.651957
lotr3,lotr1,9.752387
lotr3,pirates3,8.022592
pirates1,pirates2,14.855089
pirates1,pirates3,12.903059
pirates1,pirates4,12.903059
pirates2,pirates1,14.855089
pirates2,pirates3,12.03775
pirates2,pirates4,12.03775
pirates3,pirates1,12.903059
pirates3,pirates2,12.03775
pirates4,pirates1,12.903059
pirates4,pirates2,12.03775
reservoir_dogs,the_departed,15.223249
reservoir_dogs,the_usual_suspects,13.646102
reservoir_dogs,fargo,10.073638
rogue_one,sw4,16.388875
rogue_one,sw7,13.561896
rogue_one,sw5,13.368627
se7en,the_departed,19.558372
se7en,the_usual_suspects,17.791378
se7en,sw4,10.68068
sw1,sw2,20.902573
sw1,sw4,13.070016
sw1,sw5,12.379608
sw2,sw1,20.902573
sw2,sw4,12.350406
sw2,sw5,11.781338
sw3,sw2,7.358406
sw3,sw1,7.006186
sw3,sw5,6.524689
sw4,sw5,22.68088
sw4,rogue_one,16.388875
sw4,sw7,14.970508
sw5,sw4,22.68088
sw5,sw6,13.740794
sw5,rogue_one,13.368627
sw6,sw4,13.771639
sw6,sw5,13.740794
sw6,rogue_one,10.0007
sw7,sw4,14.970508
sw7,rogue_one,13.561896
sw7,sw5,11.707134
the_departed,se7en,19.558372
the_departed,reservoir_dogs,15.223249
the_departed,fargo,11.885519
the_usual_suspects,se7en,17.791378
the_usual_suspects,reservoir_dogs,13.646102
the_usual_suspects,the_departed,10.529974
