Source,Target,Weight
fargo,reservoir_dogs,0.754249
fargo,the_departed,0.706479
fargo,the_usual_suspects,0.578187
hobbit1,hobbit3,1.015535
hobbit1,lotr2,1.010628
hobbit1,lotr1,0.684368
hobbit3,hobbit1,1.015535
hobbit3,lotr2,0.822942
hobbit3,lotr3,0.597349
lotr1,lotr2,1.344126
lotr1,lotr3,0.904775
lotr1,hobbit1,0.684368
lotr2,lotr1,1.344126
lotr2,lotr3,1.231466
lotr2,hobbit1,1.010628
lotr3,lotr2,1.231466
lotr3,lotr1,0.904775
lotr3,hobbit1,0.637079
pirates1,pirates2,0.986594
pirates1,pirates3,0.935745
pirates1,pirates4,0.935745
pirates2,pirates1,0.986594
pirates2,pirates3,0.930141
pirates2,pirates4,0.930141
pirates3,pirates1,0.935745
pirates3,pirates2,0.930141
pirates4,pirates1,0.935745
pirates4,pirates2,0.930141
reservoir_dogs,the_departed,1.361941
reservoir_dogs,the_usual_suspects,1.167353
reservoir_dogs,se7en,0.823953
rogue_one,sw4,1.113644
rogue_one,sw5,0.889437
rogue_one,sw6,0.799521
se7en,the_departed,1.884758
se7en,the_usual_suspects,1.354931
se7en,sw4,0.868567
sw1,sw2,1.308431
sw1,sw4,0.793772
sw1,rogue_one,0.736789
sw2,sw1,1.308431
sw2,sw4,0.834073
sw2,sw3,0.816026
sw3,sw2,0.816026
sw3,sw1,0.671701
sw3,rogue_one,0.507587
sw4,sw5,1.175809
sw4,rogue_one,1.113644
sw4,sw6,0.98345
sw5,sw4,1.175809
sw5,sw6,1.032114
sw5,rogue_one,0.889437
sw6,sw5,1.032114
sw6,sw4,0.98345
sw6,rogue_one,0.799521
sw7,sw4,0.867682
sw7,rogue_one,0.78892
sw7,sw5,0.779248
the_departed,se7en,1.884758
the_departed,reservoir_dogs,1.361941
the_departed,the_usual_suspects,1.023242
the_usual_suspects,se7en,1.354931
the_usual_suspects,reservoir_dogs,1.167353
the_usual_suspects,the_departed,1.023242
