Source,Target,Weight
fargo,reservoir_dogs,0.066644
fargo,the_departed,0.06229
fargo,the_usual_suspects,0.05033
hobbit1,lotr2,0.08618
hobbit1,hobbit3,0.084211
hobbit1,lotr1,0.055494
hobbit3,hobbit1,0.084211
hobbit3,lotr2,0.070279
hobbit3,lotr3,0.049336
lotr1,lotr2,0.119329
lotr1,lotr3,0.076501
lotr1,hobbit1,0.055494
lotr2,lotr1,0.119329
lotr2,lotr3,0.100329
lotr2,hobbit1,0.08618
lotr3,lotr2,0.100329
lotr3,lotr1,0.076501
lotr3,hobbit1,0.051978
pirates1,pirates2,0.08122
pirates1,pirates3,0.077141
pirates1,pirates4,0.077141
pirates2,pirates1,0.08122
pirates2,pirates3,0.077143
pirates2,pirates4,0.077143
pirates3,pirates2,0.077143
pirates3,pirates1,0.077141
pirates4,pirates2,0.077143
pirates4,pirates1,0.077141
reservoir_dogs,the_departed,0.122074
reservoir_dogs,the_usual_suspects,0.099993
reservoir_dogs,se7en,0.070048
rogue_one,sw4,0.096489
rogue_one,sw5,0.075702
rogue_one,sw6,0.068212
se7en,the_departed,0.169986
se7en,the_usual_suspects,0.116715
se7en,sw4,0.074423
sw1,sw2,0.111728
sw1,sw4,0.067649
sw1,rogue_one,0.062525
sw2,sw1,0.111728
sw2,sw4,0.071234
sw2,sw3,0.067873
sw3,sw2,0.067873
sw3,sw1,0.056076
sw3,sw6,0.042482
sw4,sw5,0.098999
sw4,rogue_one,0.096489
sw4,sw6,0.083574
sw5,sw4,0.098999
sw5,sw6,0.08768
sw5,rogue_one,0.075702
sw6,sw5,0.08768
sw6,sw4,0.083574
sw6,rogue_one,0.068212
sw7,sw4,0.072663
sw7,rogue_one,0.066281
sw7,sw5,0.065244
the_departed,se7en,0.169986
the_departed,reservoir_dogs,0.122074
the_departed,the_usual_suspects,0.086478
the_usual_suspects,se7en,0.116715
the_usual_suspects,reservoir_dogs,0.099993
the_usual_suspects,the_departed,0.086478
