Source,Target,Weight
fargo,the_departed,72.484778
fargo,reservoir_dogs,63.90593
fargo,the_usual_suspects,46.520283
hobbit1,hobbit3,105.965879
hobbit1,lotr2,80.076874
hobbit1,lotr1,62.40639
hobbit3,hobbit1,105.965879
hobbit3,rogue_one,51.781276
hobbit3,lotr2,43.88082
lotr1,lotr2,99.760575
lotr1,lotr3,73.953557
lotr1,hobbit1,62.40639
lotr2,lotr3,137.779002
lotr2,lotr1,99.760575
lotr2,hobbit1,80.076874
lotr3,lotr2,137.779002
lotr3,lotr1,73.953557
lotr3,sw2,65.252855
pirates1,pirates2,124.131082
pirates1,pirates3,110.607234
pirates1,pirates4,110.607234
pirates2,pirates1,124.131082
pirates2,pirates3,98.794705
pirates2,pirates4,98.794705
pirates3,pirates1,110.607234
pirates3,pirates2,98.794705
pirates4,pirates1,110.607234
pirates4,pirates2,98.794705
reservoir_dogs,the_departed,92.833271
reservoir_dogs,the_usual_suspects,88.074687
reservoir_dogs,fargo,63.90593
rogue_one,sw7,107.146684
rogue_one,sw4,106.303816
rogue_one,sw5,93.049223
se7en,the_departed,116.495806
se7en,the_usual_suspects,102.522042
se7en,sw4,68.979789
sw1,sw2,159.184973
sw1,sw5,111.856823
sw1,sw4,99.890121
sw2,sw1,159.184973
sw2,sw5,93.879084
sw2,sw6,83.598061
sw3,sw6,62.869357
sw3,sw5,61.846744
sw3,sw2,50.398145
sw4,sw5,160.875161
sw4,sw7,115.727346
sw4,rogue_one,106.303816
sw5,sw4,160.875161
sw5,sw1,111.856823
sw5,sw6,103.434009
sw6,sw4,104.373239
sw6,sw5,103.434009
sw6,sw1,92.233905
sw7,sw4,115.727346
sw7,rogue_one,107.146684
sw7,sw5,91.617041
the_departed,se7en,116.495806
the_departed,reservoir_dogs,92.833271
the_departed,fargo,72.484778
the_usual_suspects,se7en,102.522042
the_usual_suspects,reservoir_dogs,88.074687
the_usual_suspects,the_departed,63.435676
