Source,Target,Weight
fargo,the_departed,1.091449
fargo,reservoir_dogs,0.846087
fargo,sw7,0.635026
hobbit1,hobbit3,1.501725
hobbit1,rogue_one,1.289329
hobbit1,lotr2,1.00175
hobbit3,hobbit1,1.501725
hobbit3,rogue_one,1.179888
hobbit3,lotr2,0.53712
lotr1,lotr2,1.888542
lotr1,sw2,1.192461
lotr1,lotr3,1.139673
lotr2,lotr3,1.911611
lotr2,lotr1,1.888542
lotr2,pirates1,1.173096
lotr3,lotr2,1.911611
lotr3,pirates1,1.28595
lotr3,pirates3,1.203917
pirates1,pirates2,1.976644
pirates1,pirates3,1.491803
pirates1,pirates4,1.491803
pirates2,pirates1,1.976644
pirates2,pirates3,1.354025
pirates2,pirates4,1.354025
pirates3,pirates1,1.491803
pirates3,pirates2,1.354025
pirates4,pirates1,1.491803
pirates4,pirates2,1.354025
reservoir_dogs,the_departed,1.221367
reservoir_dogs,the_usual_suspects,0.92706
reservoir_dogs,fargo,0.846087
rogue_one,sw7,1.441315
rogue_one,sw4,1.40469
rogue_one,hobbit1,1.289329
se7en,the_departed,1.771473
se7en,the_usual_suspects,1.485059
se7en,lotr1,0.899666
sw1,sw2,2.689495
sw1,sw5,1.866034
sw1,sw6,1.332278
sw2,sw1,2.689495
sw2,sw5,1.446247
sw2,sw6,1.311568
sw3,sw6,0.939727
sw3,sw5,0.927224
sw3,sw4,0.548296
sw4,sw5,2.25441
sw4,sw7,1.750011
sw4,sw6,1.622223
sw5,sw4,2.25441
sw5,sw1,1.866034
sw5,sw6,1.523204
sw6,sw4,1.622223
sw6,sw5,1.523204
sw6,sw1,1.332278
sw7,sw4,1.750011
sw7,rogue_one,1.441315
sw7,sw6,1.20843
the_departed,se7en,1.771473
the_departed,reservoir_dogs,1.221367
the_departed,fargo,1.091449
the_usual_suspects,se7en,1.485059
the_usual_suspects,the_departed,0.93191
the_usual_suspects,reservoir_dogs,0.92706
