Source,Target,Weight
fargo,reservoir_dogs,0.372017
fargo,the_departed,0.370337
fargo,sw7,0.282653
hobbit1,hobbit3,0.633324
hobbit1,lotr2,0.569091
hobbit1,sw5,0.404004
hobbit3,hobbit1,0.633324
hobbit3,lotr2,0.410259
hobbit3,rogue_one,0.401009
lotr1,lotr2,0.848214
lotr1,lotr3,0.483603
lotr1,sw4,0.378663
lotr2,lotr1,0.848214
lotr2,lotr3,0.614533
lotr2,hobbit1,0.569091
lotr3,lotr2,0.614533
lotr3,lotr1,0.483603
lotr3,pirates3,0.424075
pirates1,pirates2,0.398176
pirates1,pirates3,0.389823
pirates1,pirates4,0.389823
pirates2,pirates3,0.496439
pirates2,pirates4,0.496439
pirates2,sw2,0.482711
pirates3,pirates2,0.496439
pirates3,sw4,0.452728
pirates4,pirates2,0.496439
pirates4,sw4,0.452728
reservoir_dogs,the_departed,0.812509
reservoir_dogs,the_usual_suspects,0.639616
reservoir_dogs,fargo,0.372017
rogue_one,sw4,0.786096
rogue_one,sw7,0.582558
rogue_one,sw5,0.517629
se7en,the_departed,0.991092
se7en,the_usual_suspects,0.738619
se7en,sw4,0.502086
sw1,sw2,0.908729
sw1,sw4,0.618637
sw1,sw5,0.574404
sw2,sw1,0.908729
sw2,sw4,0.567374
sw2,sw5,0.512391
sw3,sw2,0.388346
sw3,sw1,0.336039
sw3,rogue_one,0.303585
sw4,sw5,0.813848
sw4,rogue_one,0.786096
sw4,sw7,0.658675
sw5,sw4,0.813848
sw5,sw6,0.646022
sw5,sw1,0.574404
sw6,sw5,0.646022
sw6,sw4,0.613274
sw6,sw1,0.465097
sw7,sw4,0.658675
sw7,rogue_one,0.582558
sw7,sw5,0.527455
the_departed,se7en,0.991092
the_departed,reservoir_dogs,0.812509
the_departed,the_usual_suspects,0.480679
the_usual_suspects,se7en,0.738619
the_usual_suspects,reservoir_dogs,0.639616
the_usual_suspects,the_departed,0.480679
