Source,Target,Weight
fargo,the_departed,0.556152
fargo,reservoir_dogs,0.552464
fargo,the_usual_suspects,0.43301
hobbit1,hobbit3,0.700117
hobbit1,lotr2,0.682712
hobbit1,sw2,0.475744
hobbit3,hobbit1,0.700117
hobbit3,lotr2,0.570557
hobbit3,rogue_one,0.460897
lotr1,lotr2,1.050249
lotr1,lotr3,0.646113
lotr1,sw2,0.508134
lotr2,lotr1,1.050249
lotr2,lotr3,0.809122
lotr2,hobbit1,0.682712
lotr3,lotr2,0.809122
lotr3,lotr1,0.646113
lotr3,sw2,0.536915
pirates1,lotr2,0.500195
pirates1,lotr3,0.499289
pirates1,pirates2,0.469747
pirates2,pirates3,0.577412
pirates2,pirates4,0.577412
pirates2,the_departed,0.545398
pirates3,pirates2,0.577412
pirates3,sw4,0.560542
pirates4,pirates2,0.577412
pirates4,sw4,0.560542
reservoir_dogs,the_departed,1.074543
reservoir_dogs,the_usual_suspects,0.86367
reservoir_dogs,fargo,0.552464
rogue_one,sw4,0.982108
rogue_one,sw5,0.622222
rogue_one,sw7,0.619819
se7en,the_departed,1.305587
se7en,the_usual_suspects,0.980145
se7en,sw4,0.629747
sw1,sw2,0.914414
sw1,sw4,0.819495
sw1,sw5,0.698348
sw2,sw1,0.914414
sw2,sw4,0.725279
sw2,sw5,0.657724
sw3,sw2,0.566794
sw3,sw1,0.486031
sw3,rogue_one,0.400823
sw4,rogue_one,0.982108
sw4,sw5,0.857938
sw4,sw1,0.819495
sw5,sw4,0.857938
sw5,sw6,0.727463
sw5,sw1,0.698348
sw6,sw5,0.727463
sw6,sw4,0.720301
sw6,rogue_one,0.583626
sw7,sw4,0.677901
sw7,rogue_one,0.619819
sw7,sw2,0.567964
the_departed,se7en,1.305587
the_departed,reservoir_dogs,1.074543
the_departed,the_usual_suspects,0.703087
the_usual_suspects,se7en,0.980145
the_usual_suspects,reservoir_dogs,0.86367
the_usual_suspects,the_departed,0.703087
