Source,Target,Weight
fargo,reservoir_dogs,4.469134
fargo,the_departed,4.403463
fargo,se7en,4.214945
hobbit1,hobbit3,5.803393
hobbit1,lotr2,5.587778
hobbit1,lotr1,5.464779
hobbit3,hobbit1,5.803393
hobbit3,lotr2,5.711446
hobbit3,lotr3,5.199235
lotr1,lotr3,5.785631
lotr1,lotr2,5.669577
lotr1,hobbit1,5.464779
lotr2,lotr3,7.979572
lotr2,hobbit3,5.711446
lotr2,lotr1,5.669577
lotr3,lotr2,7.979572
lotr3,lotr1,5.785631
lotr3,pirates3,5.424347
pirates1,pirates2,7.42071
pirates1,pirates3,7.139389
pirates1,pirates4,7.139389
pirates2,pirates1,7.42071
pirates2,pirates3,6.61192
pirates2,pirates4,6.61192
pirates3,pirates1,7.139389
pirates3,pirates2,6.61192
pirates4,pirates1,7.139389
pirates4,pirates2,6.61192
reservoir_dogs,the_usual_suspects,6.105677
reservoir_dogs,the_departed,5.756953
reservoir_dogs,se7en,5.653902
rogue_one,sw7,5.697162
rogue_one,sw1,5.594155
rogue_one,sw4,5.348909
se7en,the_usual_suspects,5.99675
se7en,reservoir_dogs,5.653902
se7en,the_departed,5.59901
sw1,sw2,6.773599
sw1,sw3,5.642895
sw1,rogue_one,5.594155
sw2,sw1,6.773599
sw2,sw3,5.63736
sw2,pirates3,5.073541
sw3,sw1,5.642895
sw3,sw2,5.63736
sw3,rogue_one,4.552905
sw4,sw5,6.360433
sw4,rogue_one,5.348909
sw4,sw7,5.221469
sw5,sw4,6.360433
sw5,sw6,5.475462
sw5,sw7,5.380394
sw6,sw5,5.475462
sw6,sw4,4.954149
sw6,sw2,4.655147
sw7,rogue_one,5.697162
sw7,sw5,5.380394
sw7,sw4,5.221469
the_departed,the_usual_suspects,6.016051
the_departed,reservoir_dogs,5.756953
the_departed,se7en,5.59901
the_usual_suspects,reservoir_dogs,6.105677
the_usual_suspects,the_departed,6.016051
the_usual_suspects,se7en,5.99675
