Source,Target,Weight
fargo,reservoir_dogs,4.105242
fargo,the_departed,4.100175
fargo,sw7,3.215403
hobbit1,hobbit3,7.492769
hobbit1,lotr2,6.56849
hobbit1,sw5,4.761134
hobbit3,hobbit1,7.492769
hobbit3,lotr2,4.821647
hobbit3,rogue_one,4.602759
lotr1,lotr2,9.136842
lotr1,lotr3,5.676948
lotr1,hobbit1,4.557137
lotr2,lotr1,9.136842
lotr2,lotr3,7.607687
lotr2,hobbit1,6.56849
lotr3,lotr2,7.607687
lotr3,lotr1,5.676948
lotr3,pirates3,4.978592
pirates1,pirates2,4.890621
pirates1,pirates3,4.75751
pirates1,pirates4,4.75751
pirates2,pirates3,5.993012
pirates2,pirates4,5.993012
pirates2,sw2,5.426466
pirates3,pirates2,5.993012
pirates3,sw2,5.094659
pirates4,pirates2,5.993012
pirates4,sw2,5.094659
reservoir_dogs,the_departed,8.632597
reservoir_dogs,the_usual_suspects,7.43406
reservoir_dogs,fargo,4.105242
rogue_one,sw4,8.668291
rogue_one,sw7,6.753015
rogue_one,sw5,6.041894
se7en,the_departed,10.436452
se7en,the_usual_suspects,8.352544
se7en,sw4,5.735787
sw1,sw2,10.377427
sw1,sw4,6.96277
sw1,sw5,6.63482
sw2,sw1,10.377427
sw2,sw4,6.403648
sw2,sw5,5.961287
sw3,sw2,4.434668
sw3,sw1,3.927622
sw3,rogue_one,3.471391
sw4,sw5,9.37541
sw4,rogue_one,8.668291
sw4,sw7,7.544551
sw5,sw4,9.37541
sw5,sw6,7.44175
sw5,sw1,6.63482
sw6,sw5,7.44175
sw6,sw4,6.949802
sw6,sw1,5.44781
sw7,sw4,7.544551
sw7,rogue_one,6.753015
sw7,sw5,6.177377
the_departed,se7en,10.436452
the_departed,reservoir_dogs,8.632597
the_departed,the_usual_suspects,5.673759
the_usual_suspects,se7en,8.352544
the_usual_suspects,reservoir_dogs,7.43406
the_usual_suspects,the_departed,5.673759
