Source,Target,Weight
fargo,reservoir_dogs,5.2605
fargo,the_departed,5.140014
fargo,se7en,4.977948
hobbit1,hobbit3,6.679001
hobbit1,lotr2,6.385411
hobbit1,lotr1,6.203512
hobbit3,hobbit1,6.679001
hobbit3,lotr2,6.560561
hobbit3,lotr3,5.890426
lotr1,lotr3,6.509103
lotr1,lotr2,6.372512
lotr1,hobbit1,6.203512
lotr2,lotr3,8.489829
lotr2,hobbit3,6.560561
lotr2,hobbit1,6.385411
lotr3,lotr2,8.489829
lotr3,lotr1,6.509103
lotr3,hobbit1,5.952452
pirates1,pirates2,7.843999
pirates1,pirates3,7.6766
pirates1,pirates4,7.6766
pirates2,pirates1,7.843999
pirates2,pirates3,7.266333
pirates2,pirates4,7.266333
pirates3,pirates1,7.6766
pirates3,pirates2,7.266333
pirates4,pirates1,7.6766
pirates4,pirates2,7.266333
reservoir_dogs,the_usual_suspects,6.996089
reservoir_dogs,the_departed,6.660938
reservoir_dogs,se7en,6.530783
rogue_one,sw7,6.321352
rogue_one,sw1,5.999088
rogue_one,sw4,5.939265
se7en,the_usual_suspects,6.904027
se7en,the_departed,6.591089
se7en,reservoir_dogs,6.530783
sw1,sw2,7.499119
sw1,rogue_one,5.999088
sw1,sw3,5.885711
sw2,sw1,7.499119
sw2,sw3,6.253557
sw2,pirates3,5.635898
sw3,sw2,6.253557
sw3,sw1,5.885711
sw3,rogue_one,4.987979
sw4,sw5,6.974814
sw4,rogue_one,5.939265
sw4,sw7,5.84078
sw5,sw4,6.974814
sw5,sw6,5.92712
sw5,sw7,5.82184
sw6,sw5,5.92712
sw6,sw4,5.486186
sw6,sw2,5.05048
sw7,rogue_one,6.321352
sw7,sw4,5.84078
sw7,sw5,5.82184
the_departed,the_usual_suspects,7.066688
the_departed,reservoir_dogs,6.660938
the_departed,se7en,6.591089
the_usual_suspects,the_departed,7.066688
the_usual_suspects,reservoir_dogs,6.996089
the_usual_suspects,se7en,6.904027
