Source,Target,Weight
fargo,the_departed,1.156422
fargo,reservoir_dogs,0.951622
fargo,sw7,0.671667
hobbit1,hobbit3,1.224324
hobbit1,lotr2,0.906888
hobbit1,lotr1,0.663821
hobbit3,hobbit1,1.224324
hobbit3,rogue_one,0.585996
hobbit3,lotr2,0.54152
lotr1,lotr2,1.260618
lotr1,lotr3,0.833048
lotr1,hobbit1,0.663821
lotr2,lotr3,1.351969
lotr2,lotr1,1.260618
lotr2,hobbit1,0.906888
lotr3,lotr2,1.351969
lotr3,lotr1,0.833048
lotr3,pirates3,0.678584
pirates1,pirates2,1.225444
pirates1,pirates3,1.061498
pirates1,pirates4,1.061498
pirates2,pirates1,1.225444
pirates2,pirates3,1.005944
pirates2,pirates4,1.005944
pirates3,pirates1,1.061498
pirates3,pirates2,1.005944
pirates4,pirates1,1.061498
pirates4,pirates2,1.005944
reservoir_dogs,the_departed,1.469186
reservoir_dogs,the_usual_suspects,1.183039
reservoir_dogs,fargo,0.951622
rogue_one,sw4,1.515645
rogue_one,sw7,1.204374
rogue_one,sw5,1.198934
se7en,the_departed,1.891432
se7en,the_usual_suspects,1.613411
se7en,sw4,0.934968
sw1,sw2,1.899353
sw1,sw4,1.155259
sw1,sw5,1.091093
sw2,sw1,1.899353
sw2,sw4,1.108687
sw2,sw5,1.05416
sw3,sw2,0.585677
sw3,sw5,0.571114
sw3,sw1,0.558606
sw4,sw5,2.031055
sw4,rogue_one,1.515645
sw4,sw7,1.332269
sw5,sw4,2.031055
sw5,rogue_one,1.198934
sw5,sw6,1.194705
sw6,sw4,1.217044
sw6,sw5,1.194705
sw6,rogue_one,0.875152
sw7,sw4,1.332269
sw7,rogue_one,1.204374
sw7,sw5,1.024204
the_departed,se7en,1.891432
the_departed,reservoir_dogs,1.469186
the_departed,fargo,1.156422
the_usual_suspects,se7en,1.613411
the_usual_suspects,reservoir_dogs,1.183039
the_usual_suspects,the_departed,0.897646
