Source,Target,Weight
fargo,the_departed,1.147411
fargo,reservoir_dogs,0.88687
fargo,sw7,0.749648
hobbit1,hobbit3,1.724953
hobbit1,rogue_one,1.228851
hobbit1,lotr2,1.082613
hobbit3,hobbit1,1.724953
hobbit3,rogue_one,1.093917
hobbit3,lotr2,0.582369
lotr1,lotr2,1.827262
lotr1,pirates1,1.362819
lotr1,sw2,1.322449
lotr2,lotr3,2.145113
lotr2,lotr1,1.827262
lotr2,pirates1,1.3401
lotr3,lotr2,2.145113
lotr3,pirates1,1.510129
lotr3,pirates3,1.307142
pirates1,pirates2,2.142277
pirates1,pirates3,1.882679
pirates1,pirates4,1.882679
pirates2,pirates1,2.142277
pirates2,pirates3,1.502426
pirates2,pirates4,1.502426
pirates3,pirates1,1.882679
pirates3,pirates2,1.502426
pirates4,pirates1,1.882679
pirates4,pirates2,1.502426
reservoir_dogs,the_departed,1.400464
reservoir_dogs,the_usual_suspects,1.034505
reservoir_dogs,fargo,0.88687
rogue_one,sw7,1.54771
rogue_one,sw4,1.536984
rogue_one,pirates3,1.372103
se7en,the_departed,1.769814
se7en,the_usual_suspects,1.435831
se7en,sw4,0.861292
sw1,sw2,3.194235
sw1,sw5,2.013332
sw1,sw4,1.499302
sw2,sw1,3.194235
sw2,sw5,1.894126
sw2,sw4,1.650988
sw3,pirates1,0.57037
sw3,sw1,0.564148
sw3,sw2,0.551133
sw4,sw5,2.164062
sw4,sw7,1.929455
sw4,sw2,1.650988
sw5,sw4,2.164062
sw5,sw1,2.013332
sw5,sw2,1.894126
sw6,sw5,1.56774
sw6,sw2,1.528507
sw6,sw4,1.44346
sw7,sw4,1.929455
sw7,rogue_one,1.54771
sw7,sw5,1.473941
the_departed,se7en,1.769814
the_departed,reservoir_dogs,1.400464
the_departed,fargo,1.147411
the_usual_suspects,se7en,1.435831
the_usual_suspects,reservoir_dogs,1.034505
the_usual_suspects,the_departed,1.006905
