Source,Target,Weight
fargo,the_departed,37.791467
fargo,reservoir_dogs,37.696019
fargo,sw7,30.695561
hobbit1,hobbit3,75.540112
hobbit1,lotr2,63.84473
hobbit1,lotr1,49.319392
hobbit3,hobbit1,75.540112
hobbit3,lotr2,47.803432
hobbit3,rogue_one,44.399059
lotr1,lotr2,81.116158
lotr1,lotr3,56.277787
lotr1,hobbit1,49.319392
lotr2,lotr3,82.020997
lotr2,lotr1,81.116158
lotr2,hobbit1,63.84473
lotr3,lotr2,82.020997
lotr3,lotr1,56.277787
lotr3,pirates3,49.514755
pirates1,pirates2,51.92108
pirates1,pirates3,50.0025
pirates1,pirates4,50.0025
pirates2,pirates3,61.762708
pirates2,pirates4,61.762708
pirates2,pirates1,51.92108
pirates3,pirates2,61.762708
pirates3,pirates1,50.0025
pirates4,pirates2,61.762708
pirates4,pirates1,50.0025
reservoir_dogs,the_departed,76.359194
reservoir_dogs,the_usual_suspects,73.01935
reservoir_dogs,se7en,39.597687
rogue_one,sw4,79.757537
rogue_one,sw7,66.106961
rogue_one,sw5,59.616072
se7en,the_departed,91.141086
se7en,the_usual_suspects,79.164028
se7en,sw4,55.044862
sw1,sw2,99.522293
sw1,sw4,65.608188
sw1,sw5,64.649599
sw2,sw1,99.522293
sw2,sw4,60.565683
sw2,sw5,58.626957
sw3,sw2,42.573119
sw3,sw1,38.782238
sw3,rogue_one,33.364474
sw4,sw5,91.240876
sw4,rogue_one,79.757537
sw4,sw7,72.918186
sw5,sw4,91.240876
sw5,sw6,72.34843
sw5,sw1,64.649599
sw6,sw5,72.34843
sw6,sw4,66.405472
sw6,sw1,54.089139
sw7,sw4,72.918186
sw7,rogue_one,66.106961
sw7,sw5,61.221991
the_departed,se7en,91.141086
the_departed,reservoir_dogs,76.359194
the_departed,the_usual_suspects,56.860181
the_usual_suspects,se7en,79.164028
the_usual_suspects,reservoir_dogs,73.01935
the_usual_suspects,the_departed,56.860181
