Source,Target,Weight
fargo,reservoir_dogs,0.462572
fargo,the_departed,0.438183
fargo,the_usual_suspects,0.36066
hobbit1,lotr2,0.557651
hobbit1,hobbit3,0.516501
hobbit1,lotr1,0.365377
hobbit3,hobbit1,0.516501
hobbit3,lotr2,0.5099
hobbit3,rogue_one,0.361438
lotr1,lotr2,0.815056
lotr1,lotr3,0.503416
lotr1,sw2,0.38421
lotr2,lotr1,0.815056
lotr2,lotr3,0.600576
lotr2,hobbit1,0.557651
lotr3,lotr2,0.600576
lotr3,lotr1,0.503416
lotr3,sw2,0.40376
pirates1,lotr2,0.386289
pirates1,lotr3,0.378521
pirates1,pirates2,0.366176
pirates2,pirates3,0.442884
pirates2,pirates4,0.442884
pirates2,the_departed,0.373705
pirates3,pirates2,0.442884
pirates3,sw4,0.396461
pirates4,pirates2,0.442884
pirates4,sw4,0.396461
reservoir_dogs,the_departed,0.765726
reservoir_dogs,the_usual_suspects,0.664792
reservoir_dogs,fargo,0.462572
rogue_one,sw4,0.639293
rogue_one,sw5,0.460878
rogue_one,sw6,0.45463
se7en,the_departed,0.869162
se7en,the_usual_suspects,0.658555
se7en,sw4,0.465097
sw1,sw2,0.622474
sw1,sw4,0.530167
sw1,sw5,0.474999
sw2,sw1,0.622474
sw2,sw4,0.53234
sw2,sw5,0.497929
sw3,sw2,0.453985
sw3,sw1,0.373376
sw3,rogue_one,0.315516
sw4,rogue_one,0.639293
sw4,sw5,0.607902
sw4,sw6,0.556503
sw5,sw4,0.607902
sw5,sw6,0.527133
sw5,sw2,0.497929
sw6,sw4,0.556503
sw6,sw5,0.527133
sw6,rogue_one,0.45463
sw7,sw4,0.486518
sw7,rogue_one,0.437887
sw7,sw2,0.427833
the_departed,se7en,0.869162
the_departed,reservoir_dogs,0.765726
the_departed,the_usual_suspects,0.580207
the_usual_suspects,reservoir_dogs,0.664792
the_usual_suspects,se7en,0.658555
the_usual_suspects,the_departed,0.580207
